Leave_ID,Employee_ID,Leave_Date,Leave_Type,Leave_Days,Approval_Status
1204,1280,2025-06-12,Earned Leave,2,Approved
1205,1315,2025-02-02,Casual Leave,1,Pending
1206,1363,2025-10-13,Casual Leave,1,Approved
1207,1373,2025-11-28,Emergency Leave,2,Approved
1208,1088,2025-10-31,Emergency Leave,1,Rejected
1209,1084,2025-06-09,Earned Leave,1,Approved
1210,1145,2025-01-12,Sick Leave,1,Approved
1211,1073,2025-05-06,Casual Leave,1,Approved
1212,1013,2025-11-03,Emergency Leave,2,Rejected
1213,1298,2025-07-01,Sick Leave,2,Approved
1214,1349,2025-06-02,Emergency Leave,2,Approved
1215,1096,2025-08-30,Emergency Leave,1,Rejected
1216,1426,2025-06-23,Sick Leave,1,Approved
1217,1357,2025-10-03,Casual Leave,1,Approved
1218,1494,2025-10-04,Earned Leave,1,Approved
1219,1062,2025-09-06,Emergency Leave,1,Approved
1220,1460,2025-10-22,Earned Leave,1,Approved
1221,1151,2025-07-10,Emergency Leave,2,Approved
1222,1277,2025-05-18,Sick Leave,2,Approved
1223,1012,2025-04-07,Earned Leave,1,Approved
1224,1455,2025-02-03,Emergency Leave,1,Approved
1225,1173,2025-09-16,Casual Leave,1,Approved
1226,1018,2025-07-11,Earned Leave,2,Approved
1227,1448,2025-04-01,Casual Leave,2,Pending
1228,1138,2025-04-01,Emergency Leave,1,Approved
1229,1352,2025-06-09,Earned Leave,1,Pending
1230,1344,2025-06-27,Emergency Leave,1,Rejected
1231,1257,2025-03-08,Sick Leave,1,Approved
1232,1108,2025-04-04,Emergency Leave,1,Pending
1233,1292,2025-01-21,Casual Leave,1,Approved
1234,1088,2025-12-16,Sick Leave,2,Approved
1235,1110,2025-11-05,Sick Leave,1,Approved
1236,1077,2025-12-31,Earned Leave,1,Approved
1237,1442,2025-06-08,Casual Leave,2,Pending
1238,1267,2025-09-16,Casual Leave,1,Approved
1239,1147,2025-04-25,Casual Leave,1,Approved
1240,1418,2025-08-27,Sick Leave,1,Approved
1241,1067,2025-12-14,Emergency Leave,1,Approved
1242,1383,2025-09-13,Emergency Leave,1,Approved
1243,1450,2025-12-06,Earned Leave,1,Approved
1244,1151,2025-05-09,Sick Leave,2,Approved
1245,1487,2025-02-24,Casual Leave,2,Rejected
1246,1346,2025-05-19,Sick Leave,1,Approved
1247,1430,2025-11-03,Casual Leave,2,Pending
1248,1324,2025-08-17,Emergency Leave,1,Approved
1249,1317,2025-01-10,Casual Leave,1,Approved
1250,1352,2025-03-10,Emergency Leave,1,Approved
1251,1499,2025-02-18,Casual Leave,1,Approved
1252,1354,2025-06-06,Emergency Leave,1,Rejected
1253,1022,2025-04-11,Sick Leave,2,Approved
1254,1018,2025-08-20,Emergency Leave,1,Approved
1255,1294,2025-09-20,Casual Leave,1,Rejected
1256,1117,2025-01-15,Emergency Leave,1,Rejected
1257,1119,2025-06-26,Earned Leave,1,Approved
1258,1228,2025-06-12,Earned Leave,1,Approved
1259,1208,2025-08-09,Sick Leave,1,Approved
1260,1395,2025-07-23,Emergency Leave,2,Pending
1261,1024,2025-09-05,Earned Leave,2,Approved
1262,1144,2025-10-03,Sick Leave,1,Approved
1263,1494,2025-01-10,Earned Leave,1,Approved
1264,1069,2025-04-06,Emergency Leave,1,Pending
1265,1102,2025-04-11,Emergency Leave,1,Approved
1266,1466,2025-10-22,Sick Leave,3,Approved
1267,1107,2025-09-25,Emergency Leave,1,Approved
1268,1189,2025-02-11,Earned Leave,1,Rejected
1269,1347,2025-05-29,Earned Leave,3,Approved
1270,1018,2025-02-24,Earned Leave,2,Approved
1271,1475,2025-12-02,Emergency Leave,1,Approved
1272,1210,2025-09-14,Earned Leave,1,Rejected
1273,1316,2025-01-30,Casual Leave,1,Approved
1274,1379,2025-06-20,Sick Leave,1,Approved
1275,1003,2025-12-15,Earned Leave,3,Approved
1276,1409,2025-05-18,Earned Leave,2,Rejected
1277,1346,2025-04-17,Casual Leave,1,Approved
1278,1349,2025-12-11,Earned Leave,2,Approved
1279,1499,2025-09-20,Earned Leave,1,Approved
1280,1479,2025-04-14,Emergency Leave,1,Approved
1281,1477,2025-01-17,Earned Leave,1,Approved
1282,1097,2025-01-27,Emergency Leave,3,Rejected
1283,1355,2025-12-06,Sick Leave,1,Approved
1284,1012,2025-08-12,Sick Leave,1,Rejected
1285,1452,2025-05-16,Casual Leave,2,Approved
1286,1402,2025-06-10,Casual Leave,2,Pending
1287,1301,2025-02-16,Sick Leave,1,Approved
1288,1329,2025-03-04,Emergency Leave,1,Approved
1289,1383,2025-10-05,Earned Leave,1,Approved
1290,1002,2025-09-26,Sick Leave,1,Approved
1291,1077,2025-08-08,Casual Leave,1,Approved
1292,1105,2025-10-24,Casual Leave,2,Rejected
1293,1494,2025-03-15,Earned Leave,1,Approved
1294,1477,2025-05-24,Emergency Leave,1,Approved
1295,1074,2025-05-05,Earned Leave,1,Approved
1296,1152,2025-01-25,Earned Leave,1,Pending
1297,1483,2025-01-12,Emergency Leave,2,Rejected
1298,1263,2025-12-27,Emergency Leave,1,Approved
1299,1442,2025-09-02,Earned Leave,2,Approved
1300,1452,2025-04-02,Earned Leave,2,Approved
1301,1204,2025-02-24,Emergency Leave,1,Approved
1302,1151,2025-06-14,Emergency Leave,1,Approved
1303,1219,2025-01-11,Sick Leave,2,Approved
1304,1011,2025-02-24,Casual Leave,1,Approved
1305,1208,2025-06-11,Sick Leave,1,Approved
1306,1117,2025-01-24,Emergency Leave,1,Approved
1307,1350,2025-08-23,Sick Leave,2,Approved
1308,1060,2025-12-09,Casual Leave,1,Approved
1309,1059,2025-02-01,Earned Leave,1,Approved
1310,1055,2025-02-26,Earned Leave,3,Approved
1311,1400,2025-02-19,Casual Leave,1,Approved
1312,1452,2025-07-03,Sick Leave,1,Approved
1313,1278,2025-08-26,Earned Leave,1,Approved
1314,1178,2025-03-12,Sick Leave,1,Rejected
1315,1241,2025-12-09,Casual Leave,1,Approved
1316,1075,2025-08-26,Casual Leave,1,Approved
1317,1432,2025-08-11,Emergency Leave,2,Approved
1318,1154,2025-02-26,Casual Leave,1,Approved
1319,1471,2025-10-05,Sick Leave,1,Approved
1320,1062,2025-10-03,Casual Leave,1,Pending
1321,1419,2025-09-13,Earned Leave,1,Approved
1322,1431,2025-12-21,Emergency Leave,2,Approved
1323,1267,2025-07-02,Sick Leave,1,Approved
1324,1125,2025-03-01,Sick Leave,1,Pending
1325,1203,2025-05-21,Casual Leave,1,Approved
1326,1033,2025-08-24,Earned Leave,1,Approved
1327,1231,2025-01-17,Sick Leave,2,Approved
1328,1107,2025-12-03,Sick Leave,2,Rejected
1329,1317,2025-06-23,Earned Leave,2,Approved
1330,1237,2025-05-19,Emergency Leave,1,Approved
1331,1402,2025-08-31,Earned Leave,1,Approved
1332,1439,2025-02-11,Sick Leave,2,Approved
1333,1424,2025-01-21,Casual Leave,1,Approved
1334,1273,2025-03-23,Earned Leave,1,Approved
1335,1353,2025-09-19,Casual Leave,1,Approved
1336,1467,2025-09-26,Earned Leave,1,Approved
1337,1475,2025-12-02,Sick Leave,1,Approved
1338,1155,2025-12-06,Casual Leave,1,Rejected
1339,1097,2025-12-26,Emergency Leave,1,Rejected
1340,1204,2025-01-04,Casual Leave,2,Rejected
1341,1286,2025-12-29,Emergency Leave,1,Rejected
1342,1481,2025-08-31,Sick Leave,3,Pending
1343,1447,2025-11-10,Casual Leave,2,Approved
1344,1022,2025-08-14,Earned Leave,2,Approved
1345,1326,2025-04-17,Casual Leave,1,Approved
1346,1111,2025-06-29,Earned Leave,1,Approved
1347,1361,2025-08-15,Emergency Leave,1,Pending
1348,1128,2025-05-30,Earned Leave,2,Approved
1349,1136,2025-04-28,Emergency Leave,1,Approved
1350,1252,2025-03-19,Casual Leave,1,Approved
1351,1351,2025-10-17,Sick Leave,1,Approved
1352,1296,2025-11-30,Sick Leave,1,Approved
1353,1301,2025-12-09,Emergency Leave,1,Approved
1354,1208,2025-11-07,Sick Leave,1,Rejected
1355,1358,2025-03-12,Emergency Leave,3,Approved
1356,1452,2025-04-29,Sick Leave,2,Approved
1357,1059,2025-08-16,Sick Leave,1,Approved
1358,1370,2025-11-04,Emergency Leave,2,Approved
1359,1104,2025-02-24,Sick Leave,2,Approved
1360,1313,2025-10-02,Emergency Leave,1,Approved
1361,1468,2025-11-24,Sick Leave,1,Rejected
1362,1296,2025-01-24,Sick Leave,1,Approved
1363,1153,2025-01-04,Emergency Leave,1,Approved
1364,1172,2025-11-13,Casual Leave,1,Approved
1365,1198,2025-05-28,Earned Leave,1,Approved
1366,1462,2025-07-22,Earned Leave,1,Approved
1367,1363,2025-08-17,Earned Leave,2,Approved
1368,1217,2025-09-10,,2,Approved
1369,1476,2025-01-21,Earned Leave,1,Approved
1370,1125,2025-12-09,Earned Leave,1,Approved
1371,1297,2025-06-06,Earned Leave,2,Approved
1372,1231,2025-09-15,Casual Leave,1,Approved
1373,1380,2025-05-15,Earned Leave,2,Approved
1374,1154,2025-02-28,Earned Leave,1,Approved
1375,1094,2025-05-25,Emergency Leave,1,Approved
1376,1435,2025-03-24,Earned Leave,2,Approved
1377,1167,2025-10-15,Casual Leave,2,Approved
1378,1304,2025-05-26,Sick Leave,1,Approved
1379,1315,2025-12-25,Earned Leave,1,Rejected
1380,1120,2025-04-30,Earned Leave,2,Rejected
1381,1056,2025-04-19,Sick Leave,1,Approved
1382,1232,2025-12-12,Casual Leave,1,Approved
1383,1151,2025-12-30,Sick Leave,1,Approved
1384,1366,2025-08-03,Sick Leave,1,Rejected
1385,1363,2025-05-11,Earned Leave,1,Approved
1386,1116,2025-08-17,Sick Leave,1,Approved
1387,1213,2025-06-18,Earned Leave,1,Approved
1388,1322,2025-09-05,Emergency Leave,1,Pending
1389,1238,2025-07-31,Sick Leave,1,Approved
1390,1019,2025-12-17,Sick Leave,1,Approved
1391,1032,2025-03-07,Casual Leave,2,Pending
1392,1491,2025-02-08,Emergency Leave,1,Approved
1393,1230,2025-04-18,Casual Leave,1,Approved
1394,1295,2025-08-24,Sick Leave,1,Approved
1395,1133,2025-07-26,Earned Leave,3,Approved
1396,1113,2025-11-20,Emergency Leave,2,Pending
1397,1169,2025-04-25,Emergency Leave,1,Approved
1398,1300,2025-03-07,Casual Leave,2,Approved
1399,1293,2025-02-22,Sick Leave,2,Approved
1400,1476,2025-07-08,Sick Leave,3,Approved
1401,1392,2025-04-28,Sick Leave,1,Approved
1402,1267,2025-10-20,Emergency Leave,1,Rejected
1403,1257,2025-02-10,Sick Leave,1,Rejected
1404,1031,2025-06-01,Casual Leave,2,Approved
1405,1417,2025-12-30,Earned Leave,1,Pending
1406,1450,2025-07-29,Earned Leave,2,Approved
1407,1466,2025-05-04,Earned Leave,1,Approved
1408,1168,2025-06-30,Earned Leave,1,Approved
1409,1155,2025-12-10,Casual Leave,1,Approved
1410,1093,2025-04-20,Emergency Leave,1,Approved
1411,1372,2025-05-28,Emergency Leave,1,Approved
1412,1101,2025-01-07,Emergency Leave,1,Approved
1413,1471,2025-02-26,Casual Leave,2,Approved
1414,1388,2025-01-21,Casual Leave,1,Approved
1415,1130,2025-09-22,Emergency Leave,1,Approved
1416,1359,2025-11-28,Casual Leave,1,Approved
1417,1215,2025-07-23,Earned Leave,1,Rejected
1418,1499,2025-06-26,Emergency Leave,1,Approved
1419,1115,2025-08-27,Emergency Leave,1,Approved
1420,1496,2025-10-26,Sick Leave,1,Approved
1421,1319,2025-07-27,Earned Leave,1,Approved
1422,1496,2025-12-27,Emergency Leave,2,Approved
1423,1483,2025-11-12,Sick Leave,1,Approved
1424,1398,2025-09-06,Earned Leave,2,Approved
1425,1444,2025-09-01,Sick Leave,1,Approved
1426,1062,2025-05-04,Earned Leave,1,Rejected
1427,1117,2025-11-10,Sick Leave,1,Approved
1428,1432,2025-10-02,Casual Leave,1,Approved
1429,1087,2025-09-09,Emergency Leave,2,Approved
1430,1350,2025-12-20,Emergency Leave,1,Pending
1431,1183,2025-03-08,Emergency Leave,2,Approved
1432,1053,2025-10-17,Casual Leave,1,Approved
1433,1030,2025-05-17,Emergency Leave,1,Approved
1434,1361,2025-02-10,Sick Leave,1,Approved
1435,1293,2025-08-10,Casual Leave,1,Approved
1436,1440,2025-06-23,Sick Leave,1,Approved
1437,1449,2025-12-19,Sick Leave,1,Approved
1438,1098,2025-11-18,Earned Leave,3,Rejected
1439,1443,2025-11-02,Earned Leave,1,Pending
1440,1017,2025-08-11,Sick Leave,1,Approved
1441,1450,2025-07-21,Emergency Leave,1,Approved
1442,1392,2025-10-11,Earned Leave,1,Approved
1443,1077,2025-06-13,Earned Leave,2,Approved
1444,1001,2025-09-24,Casual Leave,2,Approved
1445,1006,2025-07-04,Sick Leave,1,Approved
1446,1245,2025-06-14,Casual Leave,2,Approved
1447,1499,2025-09-17,Casual Leave,1,Approved
1448,1270,2025-08-29,Sick Leave,1,Pending
1449,1113,2025-01-17,Sick Leave,1,Approved
1450,1318,2025-10-04,Emergency Leave,1,Approved
1451,1238,2025-12-26,Emergency Leave,1,Approved
1452,1116,2025-10-25,Casual Leave,3,Approved
1453,1108,2025-06-25,Emergency Leave,1,Approved
1454,1073,2025-05-10,Earned Leave,2,Approved
1455,1061,2025-01-29,Earned Leave,1,Approved
1456,1500,2025-03-17,Casual Leave,2,Rejected
1457,1294,2025-02-19,Sick Leave,1,Approved
1458,1018,2025-06-18,Sick Leave,2,Approved
1459,1385,2025-07-16,Casual Leave,1,Approved
1460,1281,2025-07-23,Sick Leave,1,Approved
1461,1286,2025-06-29,Earned Leave,2,Approved
1462,1147,2025-06-04,Sick Leave,1,Approved
1463,1337,2025-01-24,Earned Leave,1,Approved
1464,1171,2025-06-09,Casual Leave,1,Approved
1465,1357,2025-08-18,Earned Leave,1,Approved
1466,1194,2025-12-15,Emergency Leave,1,Pending
1467,1357,2025-08-26,Sick Leave,1,Approved
1468,1424,2025-07-17,Earned Leave,1,Approved
1469,1023,2025-06-09,Emergency Leave,1,Approved
1470,1298,2025-04-27,Casual Leave,1,Approved
1471,1333,2025-12-11,Earned Leave,1,Approved
1472,1424,2025-03-31,Sick Leave,1,Approved
1473,1367,2025-11-25,Sick Leave,1,Approved
1474,1286,2025-04-10,Casual Leave,1,Approved
1475,1418,2025-11-28,Casual Leave,1,Approved
1476,1374,2025-09-23,Casual Leave,2,Approved
1477,1243,2025-12-08,Earned Leave,1,Approved
1478,1098,2025-06-07,Earned Leave,1,Approved
1479,1487,2025-10-11,Emergency Leave,2,Approved
1480,1029,2025-07-18,Earned Leave,1,Approved
1481,1307,2025-07-15,Sick Leave,2,Approved
1482,1404,2025-03-03,Earned Leave,2,Approved
1483,1125,2025-03-22,Casual Leave,1,Approved
1484,1043,2025-01-08,Casual Leave,2,Approved
1485,1214,2025-01-24,Sick Leave,1,Approved
1486,1007,2025-06-24,Earned Leave,1,Rejected
1487,1326,2025-02-25,Earned Leave,1,Approved
1488,1051,2025-02-28,Emergency Leave,1,Approved
1489,1459,2025-11-10,Sick Leave,1,Approved
1490,1399,2025-02-25,Earned Leave,1,Approved
1491,1094,2025-07-07,Emergency Leave,1,Pending
1492,1472,2025-11-26,Sick Leave,2,Rejected
1493,1414,2025-10-05,Emergency Leave,1,Approved
1494,1324,2025-07-25,Casual Leave,1,Rejected
1495,1173,2025-04-19,Earned Leave,2,Approved
1496,1376,2025-11-18,Casual Leave,1,Approved
1497,1422,2025-12-04,Casual Leave,1,Approved
1498,1029,2025-07-30,Sick Leave,1,Approved
1499,1218,2025-01-28,Earned Leave,2,Approved
1500,1386,2025-10-05,Sick Leave,1,Approved
1501,1039,2025-08-23,Earned Leave,1,Approved
1502,1465,2025-08-10,Sick Leave,1,Approved
1503,1190,2025-03-03,Casual Leave,1,Pending
1504,1330,2025-01-16,Earned Leave,1,Approved
1505,1362,2025-06-20,Earned Leave,1,Approved
1506,1142,2025-10-10,Emergency Leave,2,Rejected
1507,1110,2025-01-15,Emergency Leave,1,Approved
1508,1046,2025-11-05,Emergency Leave,2,Rejected
1509,1209,2025-08-26,Casual Leave,1,Approved
1510,1064,2025-12-22,Sick Leave,1,Approved
1511,1116,2025-01-08,Sick Leave,1,Approved
1512,1288,2025-11-16,Emergency Leave,1,Approved
1513,1053,2025-12-10,Casual Leave,2,Rejected
1514,1439,2025-11-30,Sick Leave,1,Approved
1515,1416,2025-04-09,Emergency Leave,1,Rejected
1516,1101,2025-02-23,Casual Leave,1,Approved
1517,1068,2025-05-15,Emergency Leave,1,Approved
1518,1473,2025-08-24,Sick Leave,1,Approved
1519,1288,2025-02-02,Emergency Leave,1,Approved
1520,1222,2025-06-10,Earned Leave,2,Approved
1521,1165,2025-02-11,Earned Leave,1,Approved
1522,1146,2025-02-28,Earned Leave,1,Approved
1523,1363,2025-07-26,Sick Leave,1,Approved
1524,1302,2025-06-09,Sick Leave,1,Pending
1525,1308,2025-05-25,Sick Leave,1,Rejected
1526,1150,2025-10-31,Sick Leave,1,Approved
1527,1119,2025-11-08,Casual Leave,1,Rejected
1528,1382,2025-10-18,Earned Leave,2,Approved
1529,1251,2025-09-05,Casual Leave,1,Pending
1530,1005,2025-05-11,Casual Leave,1,Approved
1531,1249,2025-11-28,Earned Leave,2,Approved
1532,1209,2025-10-24,Sick Leave,1,Rejected
1533,1212,2025-06-03,Sick Leave,1,Rejected
1534,1266,2025-09-01,Earned Leave,1,Pending
1535,1177,2025-07-03,Earned Leave,1,Approved
1536,1239,2025-07-16,Earned Leave,1,Approved
1537,1256,2025-07-13,Earned Leave,1,Approved
1538,1458,2025-08-08,Casual Leave,1,Approved
1539,1358,2025-09-17,Earned Leave,1,Approved
1540,1349,2025-07-14,Emergency Leave,3,Approved
1541,1366,2025-02-08,Emergency Leave,1,Approved
1542,1342,2025-10-06,Emergency Leave,1,Approved
1543,1203,2025-11-12,Earned Leave,1,Approved
1544,1161,2025-06-25,Sick Leave,2,Approved
1545,1203,2025-03-13,Sick Leave,1,Pending
1546,1069,2025-10-08,Sick Leave,3,Approved
1547,1192,2025-04-12,Sick Leave,1,Approved
1548,1481,2025-07-07,Earned Leave,1,Approved
1549,1204,2025-06-18,Emergency Leave,1,Pending
1550,1400,2025-03-24,Sick Leave,1,Rejected
1551,1047,2025-08-11,Emergency Leave,2,Rejected
1552,1107,2025-11-23,Sick Leave,1,Approved
1553,1392,2025-04-05,Casual Leave,1,Approved
1554,1276,2025-07-09,Earned Leave,1,Approved
1555,1070,2025-01-10,Sick Leave,1,Approved
1556,1112,2025-04-17,Sick Leave,2,Approved
1557,1174,2025-09-30,Sick Leave,1,Approved
1558,1416,2025-07-23,Casual Leave,1,Approved
1559,1004,2025-01-05,Earned Leave,1,Approved
1560,1226,2025-03-23,Earned Leave,1,Approved
1561,1029,2025-11-21,Emergency Leave,1,Approved
1562,1086,2025-12-06,Emergency Leave,1,Approved
1563,1465,2025-06-23,Casual Leave,2,Rejected
1564,1047,2025-08-12,Casual Leave,2,Approved
1565,1245,2025-11-25,Emergency Leave,1,Rejected
1566,1400,2025-10-12,Sick Leave,1,Approved
1567,1074,2025-03-06,Emergency Leave,2,Approved
1568,1500,2025-02-15,Emergency Leave,2,Approved
1569,1087,2025-06-23,Casual Leave,1,Approved
1570,1158,2025-08-21,Emergency Leave,1,Approved
1571,1231,2025-03-21,Sick Leave,1,Approved
1572,1015,2025-11-18,Earned Leave,2,Approved
1573,1118,2025-05-26,Emergency Leave,1,Approved
1574,1318,2025-10-24,Sick Leave,2,Approved
1575,1324,2025-07-11,Emergency Leave,1,Approved
1576,1099,2025-02-17,Emergency Leave,2,Approved
1577,1316,2025-04-02,Casual Leave,1,Approved
1578,1262,2025-02-27,Emergency Leave,1,Approved
1579,1069,2025-07-17,Sick Leave,1,Approved
1580,1048,2025-10-11,Emergency Leave,1,Approved
1581,1278,2025-08-27,Sick Leave,1,Approved
1582,1169,2025-10-08,Emergency Leave,2,Approved
1583,1447,2025-08-12,Casual Leave,1,Approved
1584,1353,2025-10-21,Earned Leave,1,Approved
1585,1155,2025-05-30,Emergency Leave,1,Approved
1586,1183,2025-03-04,Emergency Leave,3,Pending
1587,1383,2025-11-11,Sick Leave,2,Approved
1588,1316,2025-07-03,Sick Leave,2,Approved
1589,1385,2025-08-05,Sick Leave,1,Rejected
1590,1453,2025-08-28,Casual Leave,1,Approved
1591,1220,2025-11-26,Casual Leave,1,Rejected
1592,1319,2025-09-26,Emergency Leave,3,Approved
1593,1378,2025-01-18,Emergency Leave,2,Approved
1594,1049,2025-04-16,Earned Leave,1,Approved
1595,1235,2025-11-18,Earned Leave,1,Approved
1596,1051,2025-01-19,Emergency Leave,1,Rejected
1597,1078,2025-06-02,Earned Leave,1,Approved
1598,1439,2025-03-30,Casual Leave,1,Approved
1599,1203,2025-02-02,Casual Leave,1,Pending
1600,1052,2025-09-17,Emergency Leave,1,Pending
1601,1210,2025-12-24,Sick Leave,1,Approved
1602,1202,2025-04-07,Earned Leave,1,Approved
1603,1002,2025-01-17,Emergency Leave,1,Approved
1604,1129,2025-10-03,Earned Leave,1,Approved
1605,1249,2025-06-16,Earned Leave,2,Approved
1606,1144,2025-10-29,Casual Leave,1,Approved
1607,1001,2025-06-22,Emergency Leave,1,Approved
1608,1420,2025-02-14,Casual Leave,2,Approved
1609,1466,2025-09-13,Sick Leave,1,Approved
1610,1439,2025-12-10,Casual Leave,2,Approved
1611,1357,2025-02-17,Casual Leave,1,Rejected
1612,1247,2025-10-13,Sick Leave,1,Approved
1613,1312,2025-12-15,Casual Leave,1,Approved
1614,1246,2025-07-10,Emergency Leave,1,Approved
1615,1202,2025-04-09,Casual Leave,1,Rejected
1616,1109,2025-11-18,Sick Leave,1,Approved
1617,1293,2025-01-29,Sick Leave,1,Approved
1618,1229,2025-08-08,Sick Leave,1,Rejected
1619,1155,2025-05-13,Sick Leave,1,Approved
1620,1418,2025-10-10,Casual Leave,1,Approved
1621,1373,2025-04-23,Earned Leave,1,Approved
1622,1104,2025-10-05,Sick Leave,1,Approved
1623,1474,2025-05-07,Emergency Leave,1,Approved
1624,1479,2025-04-06,,1,Pending
1625,1250,2025-11-30,Emergency Leave,1,Rejected
1626,1377,2025-10-28,Casual Leave,1,Approved
1627,1103,2025-05-02,Emergency Leave,1,Rejected
1628,1499,2025-07-29,Earned Leave,1,Pending
1629,1309,2025-12-05,Earned Leave,3,Pending
1630,1309,2025-12-06,Casual Leave,1,Approved
1631,1076,2025-06-07,Emergency Leave,2,Approved
1632,1260,2025-06-24,Earned Leave,1,Approved
1633,1083,2025-03-21,Sick Leave,1,Approved
1634,1202,2025-08-13,Emergency Leave,3,Approved
1635,1316,2025-02-10,Earned Leave,1,Approved
1636,1238,2025-03-01,,1,Pending
1637,1341,2025-09-02,Casual Leave,1,Approved
1638,1212,2025-02-04,Sick Leave,1,Approved
1639,1309,2025-10-15,Casual Leave,2,Approved
1640,1265,2025-11-18,Casual Leave,1,Approved
1641,1064,2025-05-14,Earned Leave,1,Approved
1642,1104,2025-02-27,Emergency Leave,1,Pending
1643,1080,2025-06-18,Casual Leave,1,Approved
1644,1269,2025-08-12,Emergency Leave,1,Approved
1645,1248,2025-04-30,Casual Leave,1,Approved
1646,1176,2025-12-01,Casual Leave,2,Approved
1647,1165,2025-07-22,Casual Leave,1,Rejected
1648,1097,2025-02-26,Casual Leave,2,Approved
1649,1022,2025-10-14,Earned Leave,2,Approved
1650,1039,2025-09-20,Casual Leave,1,Approved
1651,1066,2025-07-21,Emergency Leave,2,Approved
1652,1235,2025-09-02,Sick Leave,1,Approved
1653,1454,2025-03-21,Emergency Leave,1,Pending
1654,1006,2025-04-06,Emergency Leave,1,Pending
1655,1307,2025-01-10,Emergency Leave,2,Approved
1656,1350,2025-03-31,Earned Leave,2,Pending
1657,1175,2025-08-29,Casual Leave,1,Pending
1658,1340,2025-04-16,Emergency Leave,1,Approved
1659,1353,2025-03-23,Earned Leave,1,Approved
1660,1266,2025-01-28,Emergency Leave,1,Approved
1661,1488,2025-02-15,Sick Leave,2,Pending
1662,1499,2025-02-02,Casual Leave,1,Rejected
1663,1430,2025-03-08,Casual Leave,1,Approved
1664,1334,2025-01-12,Sick Leave,1,Approved
1665,1171,2025-03-30,Sick Leave,1,Rejected
1666,1392,2025-06-10,Emergency Leave,1,Approved
1667,1220,2025-04-29,Emergency Leave,1,Approved
1668,1295,2025-08-09,Emergency Leave,1,Rejected
1669,1377,2025-11-07,Emergency Leave,1,Approved
1670,1456,2025-11-22,Casual Leave,2,Approved
1671,1264,2025-08-19,Earned Leave,1,Approved
1672,1451,2025-01-06,Sick Leave,1,Approved
1673,1029,2025-07-15,Earned Leave,1,Approved
1674,1140,2025-05-25,Sick Leave,1,Approved
1675,1325,2025-06-03,Earned Leave,2,Pending
1676,1038,2025-03-22,Sick Leave,1,Approved
1677,1118,2025-04-18,Emergency Leave,1,Approved
1678,1246,2025-10-28,Emergency Leave,2,Approved
1679,1304,2025-10-22,Emergency Leave,1,Approved
1680,1418,2025-10-18,Sick Leave,1,Approved
1681,1396,2025-06-20,Sick Leave,1,Approved
1682,1343,2025-06-19,Casual Leave,3,Rejected
1683,1491,2025-10-24,Earned Leave,1,Approved
1684,1299,2025-08-30,Emergency Leave,1,Approved
1685,1492,2025-06-21,Casual Leave,1,Pending
1686,1427,2025-03-04,Emergency Leave,1,Rejected
1687,1098,2025-03-11,Casual Leave,1,Approved
1688,1427,2025-12-01,Earned Leave,1,Rejected
1689,1271,2025-08-05,Sick Leave,2,Approved
1690,1422,2025-12-17,Emergency Leave,1,Approved
1691,1375,2025-08-30,Earned Leave,3,Approved
1692,1179,2025-05-29,Earned Leave,1,Rejected
1693,1337,2025-04-06,Sick Leave,1,Approved
1694,1251,2025-07-05,Earned Leave,2,Approved
1695,1099,2025-07-28,Earned Leave,3,Approved
1696,1241,2025-06-02,Casual Leave,2,Approved
1697,1091,2025-02-17,Emergency Leave,1,Approved
1698,1423,2025-03-16,Emergency Leave,2,Approved
1699,1121,2025-04-03,Emergency Leave,2,Approved
1700,1331,2025-06-28,Earned Leave,1,Approved
1701,1265,2025-03-02,Emergency Leave,1,Approved
1702,1206,2025-09-21,Casual Leave,1,Approved
1703,1039,2025-05-15,Sick Leave,1,Approved
1704,1001,2025-01-11,Casual Leave,2,Rejected
1705,1381,2025-08-05,Sick Leave,1,Approved
1706,1318,2025-10-10,Casual Leave,1,Approved
1707,1007,2025-09-11,Earned Leave,1,Approved
1708,1063,2025-06-12,Earned Leave,2,Rejected
1709,1447,2025-01-25,Earned Leave,1,Approved
1710,1198,2025-02-09,Emergency Leave,1,Approved
1711,1396,2025-07-03,Earned Leave,1,Approved
1712,1321,2025-02-17,Emergency Leave,1,Approved
1713,1425,2025-01-14,Casual Leave,1,Approved
1714,1125,2025-07-08,Emergency Leave,1,Approved
1715,1469,2025-02-02,Earned Leave,1,Approved
1716,1232,2025-11-02,Casual Leave,1,Approved
1717,1472,2025-01-04,Emergency Leave,1,Approved
1718,1017,2025-09-10,Casual Leave,1,Pending
1719,1049,2025-05-15,Casual Leave,1,Approved
1720,1026,2025-05-17,Earned Leave,1,Approved
1721,1086,2025-02-22,Casual Leave,1,Approved
1722,1453,2025-07-19,Earned Leave,1,Approved
1723,1042,2025-05-09,Casual Leave,3,Approved
1724,1260,2025-05-20,Earned Leave,2,Approved
1725,1064,2025-01-10,Sick Leave,1,Approved
1726,1105,2025-06-20,Earned Leave,2,Approved
1727,1183,2025-09-04,Emergency Leave,2,Approved
1728,1296,2025-05-15,Earned Leave,1,Approved
1729,1323,2025-09-02,Emergency Leave,1,Approved
1730,1409,2025-04-14,Casual Leave,1,Pending
1731,1289,2025-08-01,Sick Leave,2,Approved
1732,1161,2025-11-29,Sick Leave,1,Approved
