Attendance_ID,Employee_ID,Date,Status,Working_Hours,Overtime_Hours
16255,1078,2025-05-02,Present,8.8,2.0
16256,1078,2025-05-30,Present,8.9,0.8
16257,1078,2025-01-31,Present,8.5,0.3
16258,1078,2025-04-24,Present,8.3,0.5
16259,1078,2025-03-31,Present,8.5,2.3
16260,1078,2025-11-19,Present,8.8,0.0
16261,1078,2025-05-19,Present,8.2,0.4
16262,1078,2025-10-21,Present,7.6,0.2
16263,1078,2025-02-14,WFH,9.3,0.0
16264,1078,2025-07-31,Leave,0.0,0.0
16265,1078,2025-09-25,Present,7.1,1.0
16266,1078,2025-12-29,Present,8.5,0.7
16267,1078,2025-09-05,Present,7.4,0.8
16268,1078,2025-12-01,Leave,0.0,0.0
16269,1078,2025-10-08,Present,8.1,2.8
16270,1078,2025-05-08,Present,7.2,0.6
16271,1078,2025-01-14,Present,7.1,1.9
16272,1078,2025-07-21,Present,8.8,0.8
16273,1078,2025-01-01,Present,9.5,0.0
16274,1078,2025-01-02,WFH,8.6,1.6
16275,1078,2025-12-15,Present,8.1,1.1
16276,1078,2025-08-22,Present,9.1,0.0
16277,1078,2025-08-01,Present,8.3,0.7
16278,1078,2025-08-08,Present,7.8,0.8
16279,1078,2025-02-25,WFH,8.5,1.6
16280,1078,2025-04-14,Present,8.4,0.9
16281,1078,2025-08-27,Present,7.2,1.0
16282,1078,2025-04-25,Leave,0.0,0.0
16283,1078,2025-11-28,WFH,8.2,1.2
16284,1078,2025-03-11,Absent,0.0,0.0
16285,1078,2025-01-13,Present,9.4,0.6
16286,1078,2025-09-10,Present,7.2,0.6
16287,1078,2025-10-28,Present,7.2,0.0
16288,1078,2025-04-21,Present,7.2,0.7
16289,1078,2025-12-05,Present,7.3,0.5
16290,1078,2025-05-13,Leave,0.0,0.0
16291,1078,2025-12-16,Absent,0.0,0.0
16292,1078,2025-02-27,WFH,8.2,0.2
16293,1078,2025-09-23,Present,9.4,0.4
16294,1078,2025-03-19,Present,7.0,1.2
16295,1078,2025-12-04,Present,8.2,0.0
16296,1078,2025-05-23,Present,8.8,2.0
16297,1078,2025-08-05,Present,8.0,1.4
16298,1078,2025-08-20,Present,8.7,1.1
16299,1078,2025-11-11,Present,8.9,0.2
16300,1078,2025-09-03,Present,8.4,3.4
16301,1078,2025-07-01,Present,9.1,0.2
16302,1078,2025-09-09,WFH,8.6,1.8
16303,1078,2025-06-12,Present,7.1,0.8
16304,1078,2025-06-02,Present,8.2,0.9
16305,1078,2025-08-26,Present,9.4,0.0
16306,1078,2025-01-29,Absent,0.0,0.0
16307,1078,2025-03-12,Present,7.5,0.0
16308,1078,2025-12-03,Present,9.3,0.0
16309,1078,2025-10-29,Present,7.5,0.3
16310,1078,2025-10-09,Present,7.2,1.4
16311,1078,2025-11-14,Present,8.9,0.0
16312,1078,2025-02-06,Present,7.1,0.0
16313,1078,2025-08-04,Present,8.3,0.4
16314,1078,2025-01-10,WFH,7.2,0.0
16315,1078,2025-04-15,Present,8.5,0.0
16316,1078,2025-02-04,Present,8.8,0.7
16317,1078,2025-03-03,Present,7.3,0.1
16318,1078,2025-04-04,Present,8.9,0.2
16319,1078,2025-07-02,WFH,7.8,2.3
16320,1078,2025-08-12,Present,9.5,0.9
16321,1078,2025-08-11,Present,7.6,1.1
16322,1078,2025-09-24,Present,8.9,1.0
16323,1078,2025-04-07,Present,9.1,0.3
16324,1078,2025-06-24,Present,9.5,0.8
16325,1078,2025-06-05,Present,8.4,2.5
16326,1078,2025-05-28,Present,9.3,1.3
16327,1078,2025-04-23,Present,7.6,0.4
16328,1078,2025-03-13,Present,8.8,0.0
16329,1078,2025-02-10,Present,7.9,0.9
16330,1078,2025-05-09,Present,9.1,0.0
16331,1078,2025-01-22,Present,7.3,1.1
16332,1078,2025-03-04,Present,9.1,1.5
16333,1078,2025-06-16,Present,9.5,1.4
16334,1078,2025-06-23,Present,9.1,0.5
16335,1078,2025-10-30,Present,7.1,0.3
16336,1078,2025-01-08,Present,7.9,2.1
16337,1078,2025-01-27,Present,7.1,1.7
16338,1078,2025-04-17,Present,8.3,1.2
16339,1078,2025-02-21,Present,7.5,0.8
16340,1078,2025-09-01,Present,9.0,2.8
16341,1078,2025-02-13,Present,8.0,0.8
16342,1078,2025-11-17,Present,7.4,0.0
16343,1078,2025-03-18,Leave,0.0,0.0
16344,1078,2025-05-06,Present,7.1,0.3
16345,1078,2025-12-31,Present,8.7,2.5
16346,1078,2025-08-06,Present,8.3,2.0
16347,1078,2025-06-11,Present,8.7,0.0
16348,1078,2025-02-26,Leave,0.0,0.0
16349,1078,2025-11-21,Present,9.2,0.7
16350,1078,2025-10-24,Present,7.6,0.1
16351,1078,2025-02-12,Present,8.9,0.0
16352,1078,2025-04-29,Present,7.5,0.3
16353,1078,2025-06-13,Present,8.4,0.0
16354,1078,2025-06-18,Leave,0.0,0.0
16355,1078,2025-05-14,Present,7.3,0.0
16356,1078,2025-06-30,Present,8.0,0.0
16357,1078,2025-10-23,Leave,0.0,0.0
16358,1078,2025-07-25,Absent,0.0,0.0
16359,1078,2025-06-03,Absent,0.0,0.0
16360,1078,2025-08-28,Present,7.1,1.3
16361,1078,2025-09-16,Present,8.7,0.1
16362,1078,2025-06-06,Present,9.3,0.0
16363,1078,2025-07-22,Present,8.1,1.6
16364,1078,2025-11-26,Present,7.7,0.0
16365,1078,2025-03-14,Present,9.2,0.4
16366,1078,2025-06-25,Absent,0.0,0.0
16367,1078,2025-11-12,Present,8.4,0.4
16368,1078,2025-07-18,Present,8.0,0.7
16369,1078,2025-09-30,WFH,7.9,1.3
16370,1078,2025-03-27,Present,9.4,1.4
16371,1078,2025-11-03,Present,8.5,0.6
16372,1078,2025-10-27,Absent,0.0,0.0
16373,1078,2025-10-10,Present,7.3,0.0
16374,1078,2025-03-21,Absent,0.0,0.0
16375,1078,2025-04-18,Present,7.1,1.5
16376,1078,2025-05-05,Present,7.5,0.1
16377,1078,2025-12-26,Present,7.7,0.0
16378,1078,2025-12-02,Present,9.5,1.0
16379,1078,2025-05-01,WFH,9.5,0.2
16380,1078,2025-09-08,Leave,0.0,0.0
16381,1079,2025-03-17,Present,9.5,2.5
16382,1079,2025-09-08,Absent,0.0,0.0
16383,1079,2025-11-18,Present,7.3,0.9
16384,1079,2025-06-03,Present,8.1,1.7
16385,1079,2025-10-30,Present,8.4,0.4
16386,1079,2025-05-09,Present,8.5,0.0
16387,1079,2025-06-16,Present,8.5,0.0
16388,1079,2025-07-02,Present,9.1,2.3
16389,1079,2025-06-09,Present,7.8,0.0
16390,1079,2025-09-01,Absent,0.0,0.0
16391,1079,2025-12-30,Present,8.9,0.5
16392,1079,2025-11-13,Present,9.0,0.0
16393,1079,2025-05-27,Present,9.3,0.0
16394,1079,2025-01-02,Present,8.8,0.0
16395,1079,2025-07-08,Present,9.0,0.0
16396,1079,2025-06-06,Present,9.0,0.2
16397,1079,2025-01-24,Present,7.0,0.2
16398,1079,2025-02-21,Present,7.3,0.0
16399,1079,2025-11-20,Present,9.5,0.7
16400,1079,2025-03-13,Present,9.3,1.4
16401,1079,2025-07-25,Present,9.0,1.1
16402,1079,2025-07-11,Present,7.9,2.6
16403,1079,2025-10-07,Present,7.1,0.0
16404,1079,2025-01-09,Absent,0.0,0.0
16405,1079,2025-07-16,Present,7.6,0.5
16406,1079,2025-09-04,Leave,0.0,0.0
16407,1079,2025-03-07,Present,9.3,0.8
16408,1079,2025-07-09,Present,8.4,0.1
16409,1079,2025-07-21,Present,8.3,0.0
16410,1079,2025-10-21,Present,8.4,0.5
16411,1079,2025-08-12,Present,9.2,2.0
16412,1079,2025-10-27,Present,7.5,1.8
16413,1079,2025-08-28,Present,8.8,0.0
16414,1079,2025-12-11,Present,8.8,0.0
16415,1079,2025-10-15,Leave,0.0,0.0
16416,1079,2025-04-22,Present,8.4,1.0
16417,1079,2025-04-18,Present,8.9,0.0
16418,1079,2025-11-24,Present,9.3,3.3
16419,1079,2025-04-29,Leave,0.0,0.0
16420,1079,2025-05-22,Present,8.6,0.0
16421,1079,2025-04-25,Present,9.1,0.8
16422,1079,2025-07-28,Absent,0.0,0.0
16423,1079,2025-12-10,Present,7.2,0.0
16424,1079,2025-08-01,Present,7.3,0.0
16425,1079,2025-08-07,Present,7.9,0.5
16426,1079,2025-07-24,Present,7.3,2.2
16427,1079,2025-04-09,Present,7.9,1.0
16428,1079,2025-03-04,Present,8.2,2.0
16429,1079,2025-10-09,Absent,0.0,0.0
16430,1079,2025-06-17,Leave,0.0,0.0
16431,1079,2025-01-29,Present,7.3,0.2
16432,1079,2025-01-15,Present,8.1,0.6
16433,1079,2025-11-11,Present,7.3,0.6
16434,1079,2025-07-30,Present,8.6,0.5
16435,1079,2025-06-11,Present,8.2,1.0
16436,1079,2025-11-17,Present,7.2,1.1
16437,1079,2025-11-25,Present,7.5,0.5
16438,1079,2025-05-19,Present,9.4,2.2
16439,1079,2025-10-20,Present,7.3,0.6
16440,1079,2025-05-14,WFH,7.3,2.1
16441,1079,2025-09-26,Present,7.0,1.4
16442,1079,2025-08-08,Present,8.1,0.0
16443,1079,2025-09-19,Present,8.8,1.3
16444,1079,2025-12-23,Absent,0.0,0.0
16445,1079,2025-11-26,Present,7.5,0.2
16446,1079,2025-02-24,Present,9.1,0.0
16447,1079,2025-08-22,WFH,8.3,2.6
16448,1079,2025-05-12,Present,8.3,0.0
16449,1079,2025-11-05,Present,9.3,0.3
16450,1079,2025-09-25,Present,8.9,0.5
16451,1079,2025-11-04,Present,7.8,1.2
16452,1079,2025-03-28,Present,9.4,0.0
16453,1079,2025-02-10,Present,7.9,0.7
16454,1079,2025-07-22,Present,7.2,2.8
16455,1079,2025-10-03,Present,9.1,0.1
16456,1079,2025-04-08,Present,9.5,2.0
16457,1079,2025-01-22,Leave,0.0,0.0
16458,1079,2025-09-11,Present,8.5,2.1
16459,1079,2025-05-23,Present,7.6,0.3
16460,1079,2025-11-14,Present,8.2,2.1
16461,1079,2025-07-15,Present,7.1,0.0
16462,1079,2025-07-14,Present,8.4,1.5
16463,1079,2025-12-19,Present,8.1,1.6
16464,1079,2025-08-15,Present,8.2,0.8
16465,1079,2025-08-29,Absent,0.0,0.0
16466,1079,2025-03-05,Present,7.2,0.2
16467,1079,2025-05-30,Present,7.5,0.0
16468,1079,2025-07-31,Present,8.7,0.0
16469,1079,2025-03-21,Present,7.3,0.5
16470,1079,2025-10-29,Present,8.8,1.2
16471,1079,2025-08-25,WFH,8.6,2.0
16472,1079,2025-11-21,Present,7.9,1.3
16473,1079,2025-04-02,Leave,0.0,0.0
16474,1079,2025-09-15,WFH,8.1,0.0
16475,1079,2025-05-13,Present,7.8,1.9
16476,1079,2025-03-27,Present,9.1,1.5
16477,1079,2025-12-29,Present,8.4,0.7
16478,1079,2025-05-16,Present,7.4,2.3
16479,1079,2025-10-08,Present,8.1,1.5
16480,1079,2025-04-10,Present,7.3,1.7
16481,1079,2025-12-01,Leave,0.0,0.0
16482,1079,2025-01-14,Absent,0.0,0.0
16483,1079,2025-01-31,Present,7.9,2.2
16484,1079,2025-08-04,Leave,0.0,0.0
16485,1079,2025-02-25,Present,7.3,0.1
16486,1079,2025-10-13,Present,8.6,1.7
16487,1079,2025-07-01,WFH,9.2,0.8
16488,1079,2025-06-24,Present,7.7,1.3
16489,1079,2025-05-06,Present,8.1,0.7
16490,1079,2025-06-04,Present,8.1,0.0
16491,1079,2025-01-30,Present,8.3,0.2
16492,1079,2025-12-25,Absent,0.0,0.0
16493,1079,2025-12-22,Present,9.1,0.7
16494,1079,2025-03-12,Leave,0.0,0.0
16495,1079,2025-09-17,Present,9.0,0.0
16496,1079,2025-05-28,Present,7.4,1.9
16497,1079,2025-06-20,Present,8.1,0.1
16498,1079,2025-04-14,Present,7.6,1.1
16499,1079,2025-07-10,Leave,0.0,0.0
16500,1079,2025-03-14,Present,9.1,0.0
16501,1079,2025-08-14,Present,9.0,0.0
16502,1079,2025-01-13,Present,9.4,1.8
16503,1079,2025-03-25,Present,7.9,2.3
16504,1079,2025-04-21,Present,7.2,1.1
16505,1079,2025-10-01,Present,7.4,0.7
16506,1079,2025-12-31,Present,7.1,0.0
16507,1079,2025-01-16,Present,8.4,0.0
16508,1079,2025-02-14,Present,8.3,0.1
16509,1079,2025-12-08,Present,7.2,2.6
16510,1079,2025-02-03,Absent,0.0,0.0
16511,1079,2025-08-06,Present,9.5,0.5
16512,1079,2025-06-30,Leave,0.0,0.0
16513,1079,2025-02-06,Present,8.1,1.2
16514,1079,2025-03-03,Present,7.1,0.0
16515,1079,2025-02-12,Leave,0.0,0.0
16516,1079,2025-02-13,Present,9.3,0.6
16517,1079,2025-10-28,Leave,0.0,0.0
16518,1079,2025-06-10,Present,7.1,0.0
16519,1079,2025-08-20,Present,8.8,0.7
16520,1079,2025-05-29,Present,9.4,0.0
16521,1079,2025-05-20,Present,8.9,1.1
16522,1079,2025-04-23,Absent,0.0,0.0
16523,1079,2025-09-24,Present,8.6,2.4
16524,1079,2025-10-06,Absent,0.0,0.0
16525,1079,2025-08-19,Present,8.2,2.1
16526,1079,2025-01-08,Present,8.9,1.2
16527,1079,2025-07-03,Present,7.2,0.4
16528,1079,2025-03-20,Present,8.8,1.2
16529,1079,2025-06-25,Present,9.3,0.7
16530,1079,2025-03-06,Present,7.5,1.1
16531,1079,2025-09-18,Present,7.9,0.8
16532,1079,2025-09-29,Present,9.0,0.6
16533,1079,2025-04-04,WFH,7.7,0.1
16534,1079,2025-09-09,Present,8.4,1.0
16535,1079,2025-01-28,Present,7.9,1.9
16536,1079,2025-08-18,Present,8.9,1.2
16537,1079,2025-12-24,Present,9.4,2.5
16538,1079,2025-09-02,Leave,0.0,0.0
16539,1079,2025-04-24,WFH,9.4,1.1
16540,1079,2025-10-16,Present,8.7,1.1
16541,1079,2025-09-16,Present,9.2,0.4
16542,1079,2025-09-05,WFH,7.2,0.0
16543,1079,2025-01-21,Present,7.7,0.9
16544,1079,2025-04-07,Present,8.0,1.0
16545,1079,2025-08-13,Present,8.0,0.0
16546,1079,2025-05-05,Present,7.5,0.0
16547,1079,2025-01-23,Present,8.6,1.8
16548,1079,2025-05-26,Leave,0.0,0.0
16549,1079,2025-02-28,Present,7.0,0.1
16550,1079,2025-12-03,Present,7.4,2.3
16551,1079,2025-12-16,Present,8.5,0.6
16552,1079,2025-03-18,Present,8.6,0.0
16553,1079,2025-06-12,Present,9.4,0.1
16554,1079,2025-05-21,Present,7.2,0.0
16555,1079,2025-12-17,Absent,0.0,0.0
16556,1079,2025-01-27,Present,7.8,1.4
16557,1079,2025-01-17,Leave,0.0,0.0
16558,1079,2025-02-27,Present,8.9,0.0
16559,1079,2025-12-18,Present,8.8,0.8
16560,1079,2025-09-30,Present,7.6,0.1
16561,1079,2025-09-23,Present,9.2,0.6
16562,1079,2025-12-05,Present,8.7,1.0
16563,1079,2025-05-08,Leave,0.0,0.0
16564,1079,2025-02-04,Present,9.3,0.0
16565,1079,2025-07-18,Present,9.0,1.3
16566,1079,2025-12-15,Present,7.2,1.1
16567,1079,2025-03-11,Present,9.3,1.9
16568,1079,2025-11-19,Leave,0.0,0.0
16569,1079,2025-03-24,Present,9.1,0.0
16570,1079,2025-06-19,Leave,0.0,0.0
16571,1079,2025-08-11,Present,9.1,1.9
16572,1079,2025-12-12,Present,7.7,0.8
16573,1079,2025-04-11,Present,9.2,0.6
16574,1079,2025-02-26,Absent,0.0,0.0
16575,1079,2025-07-17,Present,7.4,1.4
16576,1079,2025-03-31,Present,8.9,2.4
16577,1079,2025-11-06,Absent,0.0,0.0
16578,1079,2025-03-26,Present,7.4,4.2
16579,1079,2025-06-02,WFH,9.3,1.1
16580,1079,2025-04-30,Present,9.5,0.3
16581,1079,2025-01-07,Present,7.9,2.1
16582,1079,2025-12-04,WFH,7.9,0.2
16583,1079,2025-11-03,Leave,0.0,0.0
16584,1079,2025-02-11,Present,9.0,1.3
16585,1079,2025-08-27,Present,7.9,0.0
16586,1079,2025-02-07,Present,8.1,1.5
16587,1079,2025-03-19,Present,9.4,0.5
16588,1079,2025-10-23,Present,7.4,2.0
16589,1079,2025-09-12,Present,8.4,0.7
16590,1079,2025-12-26,Absent,0.0,0.0
16591,1080,2025-04-14,Leave,0.0,0.0
16592,1080,2025-03-07,Absent,0.0,0.0
16593,1080,2025-05-09,Present,8.1,0.0
16594,1080,2025-06-10,Present,8.4,1.7
16595,1080,2025-10-01,Present,9.3,2.4
16596,1080,2025-12-26,Present,9.2,0.3
16597,1080,2025-03-04,Present,9.3,0.7
16598,1080,2025-03-21,Present,8.4,0.2
16599,1080,2025-03-27,Present,8.0,1.8
16600,1080,2025-02-21,Present,8.4,2.1
16601,1080,2025-01-06,Present,7.2,0.7
16602,1080,2025-03-24,Present,8.8,0.4
16603,1080,2025-06-13,Leave,0.0,0.0
16604,1080,2025-12-09,Present,8.3,0.0
16605,1080,2025-10-21,Present,7.1,2.8
16606,1080,2025-10-24,Absent,0.0,0.0
16607,1080,2025-07-21,Present,9.2,0.0
16608,1080,2025-11-25,Present,8.6,1.1
16609,1080,2025-10-13,Leave,0.0,0.0
16610,1080,2025-09-02,Present,7.1,0.8
16611,1080,2025-12-24,Present,8.4,0.3
16612,1080,2025-02-06,Leave,0.0,0.0
16613,1080,2025-01-23,Present,9.1,1.2
16614,1080,2025-08-28,Absent,0.0,0.0
16615,1080,2025-05-14,WFH,8.6,1.4
16616,1080,2025-10-23,Present,8.1,1.3
16617,1080,2025-05-02,WFH,7.2,0.9
16618,1080,2025-04-18,Present,8.4,1.4
16619,1080,2025-04-24,Present,7.3,1.5
16620,1080,2025-04-30,WFH,8.5,1.1
16621,1080,2025-01-15,Present,8.4,0.2
16622,1080,2025-03-17,Present,7.1,1.3
16623,1080,2025-10-28,Present,7.4,1.0
16624,1080,2025-01-01,WFH,7.3,0.0
16625,1080,2025-05-30,Leave,0.0,0.0
16626,1080,2025-11-11,Present,7.2,1.9
16627,1080,2025-12-12,Present,8.3,2.7
16628,1080,2025-07-11,Present,8.9,1.6
16629,1080,2025-11-27,Present,9.1,2.3
16630,1080,2025-02-10,Present,7.8,1.7
16631,1080,2025-06-27,Present,8.6,2.6
16632,1080,2025-09-08,Present,7.3,0.1
16633,1080,2025-04-09,Present,7.9,1.0
16634,1080,2025-12-16,Present,9.1,0.6
16635,1080,2025-02-04,Present,8.1,2.3
16636,1080,2025-11-05,Present,8.8,1.0
16637,1080,2025-07-16,Present,8.9,1.8
16638,1080,2025-01-22,Present,8.6,0.3
16639,1080,2025-11-10,Present,7.8,0.4
16640,1080,2025-10-22,Present,7.8,1.6
16641,1080,2025-10-31,Present,8.5,0.4
16642,1080,2025-01-08,Leave,0.0,0.0
16643,1080,2025-05-22,Present,7.6,1.8
16644,1080,2025-10-10,Leave,0.0,0.0
16645,1080,2025-07-22,Present,8.6,0.5
16646,1080,2025-01-31,Present,7.0,0.3
16647,1080,2025-12-31,Present,7.1,0.8
16648,1080,2025-09-19,Present,7.8,0.7
16649,1080,2025-11-21,Present,9.3,2.3
16650,1080,2025-10-03,Present,7.4,0.5
16651,1080,2025-02-19,Present,9.0,0.1
16652,1080,2025-04-04,Present,7.1,0.6
16653,1080,2025-12-11,Present,7.4,0.0
16654,1080,2025-05-05,Leave,0.0,0.0
16655,1080,2025-01-03,Present,9.0,0.0
16656,1080,2025-10-06,Leave,0.0,0.0
16657,1080,2025-07-01,Present,8.7,0.0
16658,1080,2025-04-22,Present,8.4,1.8
16659,1080,2025-11-24,Present,8.2,2.0
16660,1080,2025-12-17,Present,7.1,1.7
16661,1080,2025-01-30,Present,8.5,0.6
16662,1080,2025-04-10,Present,7.4,0.0
16663,1080,2025-07-08,Present,8.1,1.5
16664,1080,2025-12-05,Present,8.5,1.5
16665,1080,2025-05-12,Present,8.7,0.2
16666,1080,2025-07-04,Present,9.2,2.1
16667,1080,2025-04-07,Present,8.4,0.9
16668,1080,2025-11-17,Present,7.7,0.0
16669,1080,2025-05-29,Present,9.1,0.0
16670,1080,2025-02-26,Present,7.5,2.3
16671,1080,2025-01-29,Present,9.4,0.9
16672,1080,2025-01-13,WFH,9.3,2.3
16673,1080,2025-03-25,Present,8.4,1.2
16674,1080,2025-01-17,Present,7.7,0.0
16675,1080,2025-09-10,Present,7.2,0.0
16676,1080,2025-08-15,Present,8.2,0.0
16677,1080,2025-03-26,WFH,8.0,1.0
16678,1080,2025-07-15,Present,8.4,0.0
16679,1080,2025-11-18,Present,9.0,2.3
16680,1080,2025-09-25,Present,8.1,1.1
16681,1080,2025-08-25,Present,8.3,0.9
16682,1080,2025-04-21,WFH,7.6,1.0
16683,1080,2025-06-26,Present,9.2,0.0
16684,1080,2025-06-30,Present,7.3,0.4
16685,1080,2025-05-19,Leave,0.0,0.0
16686,1080,2025-09-09,Present,8.8,0.9
16687,1080,2025-08-21,Present,8.2,1.8
16688,1080,2025-07-18,Present,8.6,0.1
16689,1080,2025-12-15,Absent,0.0,0.0
16690,1080,2025-03-05,Absent,0.0,0.0
16691,1080,2025-05-07,Present,8.1,0.0
16692,1080,2025-06-04,Leave,0.0,0.0
16693,1080,2025-04-03,Present,7.5,1.0
16694,1080,2025-03-10,WFH,7.7,0.4
16695,1080,2025-01-27,Present,7.9,0.0
16696,1080,2025-09-24,Leave,0.0,0.0
16697,1080,2025-04-01,Present,7.3,0.6
16698,1080,2025-03-03,Present,8.2,0.3
16699,1080,2025-12-23,WFH,9.2,0.0
16700,1080,2025-04-08,Present,8.5,0.1
16701,1080,2025-07-02,Present,9.4,2.1
16702,1080,2025-07-31,Present,7.1,0.5
16703,1080,2025-05-27,Present,7.3,1.2
16704,1080,2025-12-10,Present,8.7,0.8
16705,1080,2025-10-15,Present,7.9,0.6
16706,1080,2025-09-18,Present,7.9,0.1
16707,1080,2025-02-20,Present,8.5,0.2
16708,1080,2025-03-12,Present,8.2,0.1
16709,1080,2025-06-02,Present,9.0,0.7
16710,1080,2025-10-20,Present,9.0,1.6
16711,1080,2025-07-28,WFH,9.4,2.6
16712,1080,2025-04-16,Present,7.2,0.0
16713,1080,2025-07-07,Present,8.8,1.9
16714,1080,2025-12-02,Present,9.3,1.4
16715,1080,2025-06-03,Present,7.3,1.8
16716,1080,2025-06-06,Present,7.6,0.2
16717,1080,2025-03-06,WFH,7.0,0.0
16718,1080,2025-08-27,WFH,9.1,0.0
16719,1080,2025-08-22,Present,7.8,0.0
16720,1080,2025-08-07,WFH,8.9,0.1
16721,1080,2025-10-14,Present,8.5,1.5
16722,1080,2025-12-25,Present,8.8,1.0
16723,1080,2025-01-16,Present,8.5,0.9
16724,1080,2025-11-28,Present,8.0,0.0
16725,1080,2025-09-05,Absent,0.0,0.0
16726,1080,2025-01-21,Present,8.3,1.0
16727,1080,2025-09-04,Present,7.5,0.0
16728,1080,2025-06-25,Present,7.2,0.0
16729,1080,2025-06-24,Present,8.7,2.3
16730,1080,2025-02-17,Present,8.6,0.8
16731,1080,2025-06-16,Present,8.6,1.6
16732,1080,2025-08-11,Present,8.7,1.2
16733,1080,2025-09-16,Present,9.4,1.3
16734,1080,2025-03-31,Leave,0.0,0.0
16735,1080,2025-01-02,WFH,7.5,0.0
16736,1080,2025-01-28,Present,8.0,2.3
16737,1080,2025-05-06,Leave,0.0,0.0
16738,1080,2025-08-13,Present,7.8,0.2
16739,1080,2025-01-24,Present,7.5,0.0
16740,1080,2025-11-13,Present,7.2,1.1
16741,1080,2025-06-23,Leave,0.0,0.0
16742,1080,2025-04-25,Present,8.6,1.1
16743,1080,2025-03-20,Absent,0.0,0.0
16744,1080,2025-02-27,Present,8.6,0.0
16745,1080,2025-06-17,Leave,0.0,0.0
16746,1080,2025-05-28,Present,8.6,0.0
16747,1080,2025-12-18,Present,7.9,0.4
16748,1080,2025-06-12,WFH,9.1,1.3
16749,1080,2025-08-06,Present,7.3,0.3
16750,1080,2025-11-20,Present,7.0,0.1
16751,1080,2025-09-15,Present,9.4,1.1
16752,1080,2025-08-01,Present,8.1,0.3
16753,1080,2025-02-18,Present,9.0,0.0
16754,1080,2025-11-03,Present,9.3,0.9
16755,1080,2025-10-16,Present,7.7,1.1
16756,1080,2025-11-04,Present,8.8,1.2
16757,1080,2025-08-20,Present,8.4,1.0
16758,1080,2025-04-23,Present,8.4,0.0
16759,1080,2025-06-05,Present,9.5,0.0
16760,1080,2025-11-26,Present,7.0,1.0
16761,1080,2025-10-17,Present,7.4,0.0
16762,1080,2025-10-30,Present,8.3,0.0
16763,1080,2025-12-03,Present,7.9,0.0
16764,1080,2025-03-28,Present,9.4,1.6
16765,1080,2025-04-28,Present,8.3,0.9
16766,1080,2025-12-19,Present,8.5,2.6
16767,1080,2025-11-07,Present,9.4,0.9
16768,1080,2025-09-29,Present,8.5,0.0
16769,1080,2025-04-17,Present,7.8,1.7
16770,1080,2025-05-21,Present,7.5,0.0
16771,1080,2025-10-09,Absent,0.0,0.0
16772,1080,2025-12-22,Present,7.7,0.0
16773,1080,2025-06-18,Present,8.3,0.0
16774,1080,2025-08-08,WFH,7.7,0.0
16775,1080,2025-02-11,Present,8.2,0.0
16776,1080,2025-05-08,Present,7.5,2.5
16777,1080,2025-06-19,Present,7.9,1.2
16778,1080,2025-03-13,Present,7.3,0.0
16779,1080,2025-01-20,Present,7.6,1.6
16780,1080,2025-02-07,Present,8.8,0.4
16781,1080,2025-03-11,Present,9.1,3.0
16782,1080,2025-05-16,Present,9.3,1.1
16783,1080,2025-08-19,Present,9.1,0.6
16784,1080,2025-02-24,Present,7.1,0.3
16785,1080,2025-12-29,Present,7.0,1.8
16786,1080,2025-10-07,Present,8.2,0.7
16787,1080,2025-08-29,Present,8.0,1.0
16788,1080,2025-03-14,Absent,0.0,0.0
16789,1080,2025-02-14,Present,8.1,0.7
16790,1080,2025-12-04,Present,8.4,1.3
16791,1080,2025-07-14,Present,8.3,2.0
16792,1080,2025-04-02,Present,8.8,0.0
16793,1080,2025-07-29,Present,7.3,2.6
16794,1080,2025-07-24,Present,8.4,0.0
16795,1080,2025-05-20,Present,8.2,0.7
16796,1080,2025-01-10,Leave,0.0,0.0
16797,1080,2025-02-12,Absent,0.0,0.0
16798,1080,2025-07-23,Present,8.6,0.0
16799,1080,2025-08-18,Leave,0.0,0.0
16800,1080,2025-10-27,Present,8.3,1.2
16801,1081,2025-01-13,Present,7.2,1.4
16802,1081,2025-04-18,WFH,8.3,1.0
16803,1081,2025-03-19,Present,8.3,0.8
16804,1081,2025-11-07,Present,7.6,2.1
16805,1081,2025-07-01,Absent,0.0,0.0
16806,1081,2025-10-15,Present,9.0,0.1
16807,1081,2025-02-19,Present,7.5,0.6
16808,1081,2025-04-04,Present,8.4,0.0
16809,1081,2025-12-31,Present,7.0,2.7
16810,1081,2025-11-06,Present,9.4,1.5
16811,1081,2025-01-09,Present,8.7,1.8
16812,1081,2025-04-24,Present,8.3,0.9
16813,1081,2025-10-22,Present,9.2,0.2
16814,1081,2025-09-11,WFH,8.9,1.7
16815,1081,2025-12-08,Present,7.5,1.2
16816,1081,2025-10-01,Present,7.4,1.7
16817,1081,2025-04-09,Present,7.8,0.5
16818,1081,2025-03-03,Present,7.3,1.6
16819,1081,2025-09-09,Present,7.9,1.2
16820,1081,2025-06-02,Absent,0.0,0.0
16821,1081,2025-12-12,Present,8.6,0.3
16822,1081,2025-02-13,Present,7.1,2.6
16823,1081,2025-02-14,Present,9.4,0.0
16824,1081,2025-05-09,Present,7.9,0.0
16825,1081,2025-05-05,Present,7.0,2.0
16826,1081,2025-12-24,Present,7.4,2.0
16827,1081,2025-07-14,Present,8.4,0.1
16828,1081,2025-12-09,Leave,0.0,0.0
16829,1081,2025-10-27,Present,8.4,0.4
16830,1081,2025-01-29,Present,8.9,1.6
