Performance_ID,Employee_ID,Review_Month,Performance_Score,Productivity_Score,Manager_Rating
1562,1131,2025-02-01,7.5,81.8,7.4
1563,1131,2025-03-01,7.0,74.8,7.4
1564,1131,2025-04-01,4.2,96.9,5.1
1565,1131,2025-05-01,8.3,85.0,7.7
1566,1131,2025-06-01,4.2,57.9,4.0
1567,1131,2025-07-01,6.3,58.2,8.1
1568,1131,2025-08-01,7.4,74.8,7.0
1569,1131,2025-09-01,7.0,74.4,6.8
1570,1131,2025-10-01,6.2,74.8,6.4
1571,1131,2025-11-01,7.7,74.7,5.9
1572,1131,2025-12-01,6.3,74.9,6.3
1573,1132,2025-01-01,6.5,78.5,6.6
1574,1132,2025-02-01,7.6,76.2,7.6
1575,1132,2025-03-01,6.6,71.5,6.2
1576,1132,2025-04-01,6.6,70.2,6.3
1577,1132,2025-05-01,8.9,69.5,8.2
1578,1132,2025-06-01,8.7,71.1,8.4
1579,1132,2025-07-01,8.6,33.5,9.0
1580,1132,2025-08-01,7.1,92.1,6.5
1581,1132,2025-09-01,9.4,54.7,9.4
1582,1132,2025-10-01,5.2,71.2,5.6
1583,1132,2025-11-01,,59.1,7.9
1584,1132,2025-12-01,8.7,69.7,9.7
1585,1133,2025-01-01,8.1,65.4,7.2
1586,1133,2025-02-01,7.2,33.2,8.3
1587,1133,2025-03-01,8.0,98.6,7.1
1588,1133,2025-04-01,6.9,90.8,7.1
1589,1133,2025-05-01,6.6,62.7,5.9
1590,1133,2025-06-01,6.9,66.8,7.3
1591,1133,2025-07-01,7.2,75.6,7.2
1592,1133,2025-08-01,5.7,63.1,4.2
1593,1133,2025-09-01,,99.6,4.8
1594,1133,2025-10-01,6.0,73.3,4.5
1595,1133,2025-11-01,9.5,90.9,9.5
1596,1133,2025-12-01,7.6,57.6,8.8
1597,1134,2025-01-01,6.5,96.6,8.2
1598,1134,2025-02-01,6.6,95.0,7.0
1599,1134,2025-03-01,7.7,66.3,8.7
1600,1134,2025-04-01,8.6,58.4,7.2
1601,1134,2025-05-01,6.6,50.6,6.0
1602,1134,2025-06-01,6.5,86.7,5.2
1603,1134,2025-07-01,7.7,81.4,7.5
1604,1134,2025-08-01,6.4,70.5,6.7
1605,1134,2025-09-01,6.8,72.4,5.1
1606,1134,2025-10-01,5.8,76.4,5.7
1607,1134,2025-11-01,7.3,82.3,7.1
1608,1134,2025-12-01,9.2,81.0,10.0
1609,1135,2025-01-01,5.4,100.0,5.9
1610,1135,2025-02-01,8.7,88.7,8.6
1611,1135,2025-03-01,6.0,62.6,6.3
1612,1135,2025-04-01,9.6,55.5,9.9
1613,1135,2025-05-01,6.5,93.2,4.9
1614,1135,2025-06-01,7.1,100.0,7.8
1615,1135,2025-07-01,5.7,74.1,6.1
1616,1135,2025-08-01,5.0,90.8,4.8
1617,1135,2025-09-01,7.1,71.3,7.7
1618,1135,2025-10-01,8.3,97.1,9.5
1619,1135,2025-11-01,6.8,71.7,8.9
1620,1135,2025-12-01,9.9,56.8,10.0
1621,1136,2025-01-01,6.6,79.3,7.7
1622,1136,2025-02-01,5.4,60.1,4.4
1623,1136,2025-03-01,8.0,77.5,9.1
1624,1136,2025-04-01,9.3,100.0,10.0
1625,1136,2025-05-01,6.2,70.1,4.4
1626,1136,2025-06-01,7.3,60.2,4.8
1627,1136,2025-07-01,5.0,85.5,5.0
1628,1136,2025-08-01,6.5,88.6,4.7
1629,1136,2025-09-01,7.5,92.2,8.3
1630,1136,2025-10-01,7.8,86.1,8.1
1631,1136,2025-11-01,7.7,56.9,9.2
1632,1136,2025-12-01,5.6,100.0,7.2
1633,1137,2025-01-01,7.4,68.4,8.5
1634,1137,2025-02-01,6.5,86.7,7.5
1635,1137,2025-03-01,7.5,87.8,6.6
1636,1137,2025-04-01,9.5,65.9,10.0
1637,1137,2025-05-01,7.2,62.5,7.6
1638,1137,2025-06-01,6.0,100.0,6.4
1639,1137,2025-07-01,5.4,64.6,7.1
1640,1137,2025-08-01,8.3,78.8,7.9
1641,1137,2025-09-01,5.3,77.8,6.3
1642,1137,2025-10-01,8.2,83.6,9.2
1643,1137,2025-11-01,8.4,69.8,9.9
1644,1137,2025-12-01,6.6,100.0,6.9
1645,1138,2025-01-01,9.5,30.8,9.7
1646,1138,2025-02-01,6.9,73.8,7.0
1647,1138,2025-03-01,6.5,60.3,8.7
1648,1138,2025-04-01,7.4,87.5,8.3
1649,1138,2025-05-01,8.5,73.7,9.2
1650,1138,2025-06-01,8.9,81.2,7.9
1651,1138,2025-07-01,5.8,80.1,4.0
1652,1138,2025-08-01,7.9,55.0,7.7
1653,1138,2025-09-01,6.4,73.1,5.7
1654,1138,2025-10-01,9.7,80.3,10.0
1655,1138,2025-11-01,6.6,70.2,4.9
1656,1138,2025-12-01,9.3,84.8,9.0
1657,1139,2025-01-01,8.5,70.5,8.8
1658,1139,2025-02-01,7.7,81.4,4.8
1659,1139,2025-03-01,7.0,67.6,5.8
1660,1139,2025-04-01,7.6,76.3,7.9
1661,1139,2025-05-01,9.9,87.6,10.0
1662,1139,2025-06-01,,58.7,5.5
1663,1139,2025-07-01,5.3,68.0,4.6
1664,1139,2025-08-01,6.2,73.6,6.3
1665,1139,2025-09-01,8.6,94.3,8.9
1666,1139,2025-10-01,7.1,61.1,8.7
1667,1139,2025-11-01,5.9,58.8,3.9
1668,1139,2025-12-01,6.9,59.5,7.2
1669,1140,2025-01-01,9.3,71.7,9.6
1670,1140,2025-02-01,5.1,91.5,5.2
1671,1140,2025-03-01,9.6,81.8,9.2
1672,1140,2025-04-01,6.7,63.1,7.2
1673,1140,2025-05-01,5.4,91.9,5.7
1674,1140,2025-06-01,7.9,82.2,8.3
1675,1140,2025-07-01,5.7,48.3,5.8
1676,1140,2025-08-01,7.5,64.1,6.8
1677,1140,2025-09-01,7.6,73.9,9.9
1678,1140,2025-10-01,6.8,68.5,5.8
1679,1140,2025-11-01,6.2,78.7,6.4
1680,1140,2025-12-01,4.3,97.4,5.6
1681,1141,2025-01-01,8.5,84.1,8.2
1682,1141,2025-02-01,5.1,54.4,5.1
1683,1141,2025-03-01,7.7,60.7,7.7
1684,1141,2025-04-01,7.8,73.5,9.9
1685,1141,2025-05-01,4.1,85.8,3.6
1686,1141,2025-06-01,6.2,60.7,6.4
1687,1141,2025-07-01,7.9,81.6,7.4
1688,1141,2025-08-01,7.6,68.2,7.3
1689,1141,2025-09-01,3.8,58.9,3.5
1690,1141,2025-10-01,6.5,58.0,6.8
1691,1141,2025-11-01,7.2,65.3,7.1
1692,1141,2025-12-01,8.7,75.6,9.0
1693,1142,2025-01-01,3.9,79.7,4.5
1694,1142,2025-02-01,7.9,75.1,5.7
1695,1142,2025-03-01,7.2,65.9,6.3
1696,1142,2025-04-01,6.1,64.9,6.6
1697,1142,2025-05-01,7.3,68.1,7.2
1698,1142,2025-06-01,8.7,82.1,9.6
1699,1142,2025-07-01,7.8,72.4,7.1
1700,1142,2025-08-01,6.3,65.3,7.2
1701,1142,2025-09-01,4.8,88.1,4.9
1702,1142,2025-10-01,6.8,74.5,6.2
1703,1142,2025-11-01,7.3,64.3,8.2
1704,1142,2025-12-01,5.1,81.9,5.9
1705,1143,2025-01-01,7.5,70.5,7.3
1706,1143,2025-02-01,8.7,69.2,7.7
1707,1143,2025-03-01,10.0,65.5,9.2
1708,1143,2025-04-01,7.2,69.5,7.7
1709,1143,2025-05-01,7.5,59.5,9.4
1710,1143,2025-06-01,10.0,73.8,8.4
1711,1143,2025-07-01,5.8,74.7,5.5
1712,1143,2025-08-01,8.2,90.4,9.9
1713,1143,2025-09-01,5.2,78.0,6.3
1714,1143,2025-10-01,9.5,75.5,9.7
1715,1143,2025-11-01,5.9,81.6,7.2
1716,1143,2025-12-01,8.7,80.1,8.7
1717,1144,2025-01-01,5.4,96.7,5.4
1718,1144,2025-02-01,7.8,98.3,6.3
1719,1144,2025-03-01,7.5,79.3,7.0
1720,1144,2025-04-01,8.3,100.0,8.3
1721,1144,2025-05-01,6.7,81.6,7.6
1722,1144,2025-06-01,9.2,61.0,9.6
1723,1144,2025-07-01,9.0,69.3,10.0
1724,1144,2025-08-01,5.9,93.9,6.8
1725,1144,2025-09-01,7.4,71.7,6.8
1726,1144,2025-10-01,9.7,74.5,10.0
1727,1144,2025-11-01,5.6,68.7,4.8
1728,1144,2025-12-01,6.5,58.9,7.5
1729,1145,2025-01-01,8.3,77.2,7.4
1730,1145,2025-02-01,5.9,73.5,5.9
1731,1145,2025-03-01,7.3,75.3,8.2
1732,1145,2025-04-01,5.9,91.0,6.7
1733,1145,2025-05-01,6.8,70.1,7.2
1734,1145,2025-06-01,7.2,77.2,7.2
1735,1145,2025-07-01,8.1,74.9,6.7
1736,1145,2025-08-01,5.5,72.5,4.4
1737,1145,2025-09-01,6.4,65.4,8.6
1738,1145,2025-10-01,6.7,72.9,6.5
1739,1145,2025-11-01,7.6,88.5,8.8
1740,1145,2025-12-01,6.4,61.3,5.7
1741,1146,2025-01-01,7.5,80.1,6.7
1742,1146,2025-02-01,6.1,80.8,5.5
1743,1146,2025-03-01,8.9,91.8,10.0
1744,1146,2025-04-01,6.9,67.4,7.3
1745,1146,2025-05-01,7.4,65.7,6.2
1746,1146,2025-06-01,5.6,63.1,3.3
1747,1146,2025-07-01,7.8,44.2,6.6
1748,1146,2025-08-01,6.3,71.1,5.5
1749,1146,2025-09-01,7.1,68.6,6.9
1750,1146,2025-10-01,7.8,95.6,9.1
1751,1146,2025-11-01,9.3,87.5,9.6
1752,1146,2025-12-01,7.1,83.5,7.5
1753,1147,2025-01-01,7.2,74.9,7.2
1754,1147,2025-02-01,4.3,51.3,4.7
1755,1147,2025-03-01,6.8,86.3,6.3
1756,1147,2025-04-01,4.8,73.8,5.8
1757,1147,2025-05-01,8.0,80.9,8.6
1758,1147,2025-06-01,6.7,86.5,7.7
1759,1147,2025-07-01,8.2,96.1,7.7
1760,1147,2025-08-01,5.9,92.2,7.8
1761,1147,2025-09-01,8.5,69.8,8.2
1762,1147,2025-10-01,8.2,61.6,7.0
1763,1147,2025-11-01,9.7,59.3,9.1
1764,1147,2025-12-01,5.7,63.3,3.8
1765,1148,2025-01-01,8.5,67.8,8.7
1766,1148,2025-02-01,9.6,84.9,9.2
1767,1148,2025-03-01,8.8,79.1,8.9
1768,1148,2025-04-01,8.1,58.1,6.9
1769,1148,2025-05-01,7.0,75.2,7.9
1770,1148,2025-06-01,8.1,100.0,9.1
1771,1148,2025-07-01,6.5,62.9,7.0
1772,1148,2025-08-01,5.5,87.0,8.6
1773,1148,2025-09-01,5.6,66.8,6.0
1774,1148,2025-10-01,7.6,87.2,9.8
1775,1148,2025-11-01,3.8,95.2,4.0
1776,1148,2025-12-01,6.3,70.0,5.2
1777,1149,2025-01-01,7.5,76.2,9.2
1778,1149,2025-02-01,6.9,97.4,6.6
1779,1149,2025-03-01,7.0,93.8,7.0
1780,1149,2025-04-01,9.3,60.8,10.0
1781,1149,2025-05-01,7.2,76.3,9.3
1782,1149,2025-06-01,6.3,62.5,6.1
1783,1149,2025-07-01,9.2,77.6,10.0
1784,1149,2025-08-01,7.0,70.6,7.3
1785,1149,2025-09-01,6.2,99.6,6.0
1786,1149,2025-10-01,4.5,67.2,3.8
1787,1149,2025-11-01,9.0,66.1,6.7
1788,1149,2025-12-01,10.0,74.7,10.0
1789,1150,2025-01-01,6.1,77.4,6.4
1790,1150,2025-02-01,8.1,68.6,7.9
1791,1150,2025-03-01,9.6,56.0,9.8
1792,1150,2025-04-01,6.8,71.8,4.6
1793,1150,2025-05-01,9.3,60.3,8.1
1794,1150,2025-06-01,8.2,88.7,6.8
1795,1150,2025-07-01,6.2,100.0,5.4
1796,1150,2025-08-01,8.3,65.4,9.8
1797,1150,2025-09-01,8.3,94.1,9.7
1798,1150,2025-10-01,8.5,74.2,8.9
1799,1150,2025-11-01,6.1,54.5,4.4
1800,1150,2025-12-01,6.9,59.6,7.0
1801,1151,2025-01-01,6.2,91.3,5.0
1802,1151,2025-02-01,6.9,96.4,7.9
1803,1151,2025-03-01,8.3,62.3,9.1
1804,1151,2025-04-01,6.4,69.5,7.0
1805,1151,2025-05-01,7.8,63.3,7.8
1806,1151,2025-06-01,6.8,61.6,6.6
1807,1151,2025-07-01,7.9,61.8,9.2
1808,1151,2025-08-01,5.3,69.2,5.8
1809,1151,2025-09-01,6.6,63.9,6.5
1810,1151,2025-10-01,8.7,85.9,8.9
1811,1151,2025-11-01,6.0,73.2,5.7
1812,1151,2025-12-01,6.7,50.4,6.5
1813,1152,2025-01-01,5.7,82.3,5.2
1814,1152,2025-02-01,9.2,74.5,10.0
1815,1152,2025-03-01,7.8,81.1,9.2
1816,1152,2025-04-01,7.2,82.5,5.3
1817,1152,2025-05-01,10.0,73.7,9.7
1818,1152,2025-06-01,8.2,76.6,9.2
1819,1152,2025-07-01,10.0,75.1,8.9
1820,1152,2025-08-01,7.2,75.2,6.7
1821,1152,2025-09-01,5.2,67.3,5.7
1822,1152,2025-10-01,9.8,81.1,10.0
1823,1152,2025-11-01,5.6,63.6,5.3
1824,1152,2025-12-01,7.5,94.9,7.1
1825,1153,2025-01-01,6.9,52.1,7.5
1826,1153,2025-02-01,5.6,83.5,4.1
1827,1153,2025-03-01,6.7,64.7,5.7
1828,1153,2025-04-01,9.3,56.1,9.0
1829,1153,2025-05-01,5.2,88.6,4.9
1830,1153,2025-06-01,7.9,73.6,10.0
1831,1153,2025-07-01,7.8,87.8,8.4
1832,1153,2025-08-01,6.4,70.3,5.8
1833,1153,2025-09-01,8.5,51.6,9.4
1834,1153,2025-10-01,6.2,96.5,5.1
1835,1153,2025-11-01,7.1,90.8,5.9
1836,1153,2025-12-01,7.9,100.0,7.7
1837,1154,2025-01-01,6.5,85.8,7.8
1838,1154,2025-02-01,8.8,72.3,10.0
1839,1154,2025-03-01,7.5,70.5,7.7
1840,1154,2025-04-01,8.4,66.5,9.0
1841,1154,2025-05-01,8.6,65.0,7.0
1842,1154,2025-06-01,5.9,77.1,6.8
1843,1154,2025-07-01,6.2,66.5,4.0
1844,1154,2025-08-01,6.0,63.6,7.7
1845,1154,2025-09-01,6.7,91.9,8.3
1846,1154,2025-10-01,8.1,69.1,7.9
1847,1154,2025-11-01,7.4,57.5,8.1
1848,1154,2025-12-01,6.1,79.1,7.0
1849,1155,2025-01-01,7.0,61.4,7.8
1850,1155,2025-02-01,6.9,60.4,6.3
1851,1155,2025-03-01,4.7,75.5,4.5
1852,1155,2025-04-01,7.0,43.1,6.4
1853,1155,2025-05-01,5.6,83.9,4.9
1854,1155,2025-06-01,6.9,44.6,5.8
1855,1155,2025-07-01,10.0,40.0,10.0
1856,1155,2025-08-01,7.8,71.7,8.7
1857,1155,2025-09-01,6.7,66.3,7.9
1858,1155,2025-10-01,7.7,83.0,8.1
1859,1155,2025-11-01,9.2,61.5,9.0
1860,1155,2025-12-01,4.5,51.6,5.7
1861,1156,2025-01-01,7.0,46.8,4.5
1862,1156,2025-02-01,5.2,66.1,5.0
1863,1156,2025-03-01,9.3,70.3,10.0
1864,1156,2025-04-01,8.3,79.7,7.5
1865,1156,2025-05-01,7.6,72.4,7.7
1866,1156,2025-06-01,6.0,80.0,6.7
1867,1156,2025-07-01,8.0,100.0,8.2
1868,1156,2025-08-01,7.8,87.7,7.5
1869,1156,2025-09-01,6.9,100.0,6.5
1870,1156,2025-10-01,4.6,78.0,5.5
1871,1156,2025-11-01,9.2,61.2,10.0
1872,1156,2025-12-01,8.0,58.6,7.2
1873,1157,2025-01-01,7.3,56.0,7.2
1874,1157,2025-02-01,6.4,66.8,7.5
1875,1157,2025-03-01,10.0,86.8,8.6
1876,1157,2025-04-01,8.5,65.7,8.0
1877,1157,2025-05-01,7.9,51.3,9.1
1878,1157,2025-06-01,8.3,58.2,8.2
1879,1157,2025-07-01,10.0,71.1,10.0
1880,1157,2025-08-01,7.3,70.6,6.6
1881,1157,2025-09-01,5.2,57.0,3.1
1882,1157,2025-10-01,6.4,79.6,5.5
1883,1157,2025-11-01,5.9,55.4,6.5
1884,1157,2025-12-01,7.0,84.1,8.0
1885,1158,2025-01-01,8.2,68.4,7.7
1886,1158,2025-02-01,6.4,81.3,6.5
1887,1158,2025-03-01,7.3,76.2,7.3
1888,1158,2025-04-01,7.7,59.7,7.3
1889,1158,2025-05-01,5.8,74.0,5.8
1890,1158,2025-06-01,6.4,79.2,5.6
1891,1158,2025-07-01,7.1,61.2,7.0
1892,1158,2025-08-01,8.0,65.1,7.3
1893,1158,2025-09-01,5.5,65.8,7.4
1894,1158,2025-10-01,4.8,42.7,2.3
1895,1158,2025-11-01,9.2,60.7,9.1
1896,1158,2025-12-01,10.0,99.4,9.5
1897,1159,2025-01-01,7.3,61.3,8.0
1898,1159,2025-02-01,5.2,67.5,5.2
1899,1159,2025-03-01,5.5,84.2,6.4
1900,1159,2025-04-01,6.8,79.2,6.8
1901,1159,2025-05-01,4.5,77.8,4.0
1902,1159,2025-06-01,7.7,53.3,7.6
1903,1159,2025-07-01,9.0,68.2,8.5
1904,1159,2025-08-01,7.4,80.7,6.7
1905,1159,2025-09-01,5.5,100.0,7.6
1906,1159,2025-10-01,8.2,38.5,9.0
1907,1159,2025-11-01,9.5,61.9,10.0
1908,1159,2025-12-01,9.0,69.9,8.6
1909,1160,2025-01-01,8.4,63.2,7.8
1910,1160,2025-02-01,6.6,150.0,6.7
1911,1160,2025-03-01,6.6,54.1,5.5
1912,1160,2025-04-01,8.8,65.4,10.0
1913,1160,2025-05-01,7.4,55.7,7.4
1914,1160,2025-06-01,5.9,72.0,6.2
1915,1160,2025-07-01,7.4,83.9,7.7
1916,1160,2025-08-01,7.0,47.9,6.7
1917,1160,2025-09-01,8.0,88.7,9.7
1918,1160,2025-10-01,6.2,80.3,7.2
1919,1160,2025-11-01,9.1,69.2,10.0
1920,1160,2025-12-01,7.7,63.5,8.0
1921,1161,2025-01-01,7.0,74.7,6.1
1922,1161,2025-02-01,5.9,81.8,5.3
1923,1161,2025-03-01,7.1,53.7,6.9
1924,1161,2025-04-01,6.6,77.6,5.7
1925,1161,2025-05-01,7.0,76.1,7.4
1926,1161,2025-06-01,9.3,87.8,10.0
1927,1161,2025-07-01,6.6,61.7,8.7
1928,1161,2025-08-01,7.4,87.6,7.1
1929,1161,2025-09-01,8.7,79.0,10.0
1930,1161,2025-10-01,5.2,66.2,4.7
1931,1161,2025-11-01,8.1,71.4,8.8
1932,1161,2025-12-01,10.0,45.9,10.0
1933,1162,2025-01-01,10.0,69.4,10.0
1934,1162,2025-02-01,6.0,61.5,6.0
1935,1162,2025-03-01,7.0,55.3,9.1
1936,1162,2025-04-01,6.5,96.5,8.6
1937,1162,2025-05-01,8.3,77.1,9.3
1938,1162,2025-06-01,9.1,82.0,10.0
1939,1162,2025-07-01,6.6,49.4,5.9
1940,1162,2025-08-01,7.9,83.7,7.5
1941,1162,2025-09-01,8.1,79.0,6.4
1942,1162,2025-10-01,6.1,65.7,8.1
1943,1162,2025-11-01,4.6,73.8,5.4
1944,1162,2025-12-01,7.2,100.0,6.7
1945,1163,2025-01-01,8.7,75.1,9.2
1946,1163,2025-02-01,8.0,66.2,7.4
1947,1163,2025-03-01,9.1,79.6,8.4
1948,1163,2025-04-01,5.7,90.0,5.4
1949,1163,2025-05-01,6.7,93.2,7.5
1950,1163,2025-06-01,7.2,46.7,7.6
1951,1163,2025-07-01,9.4,40.6,8.4
1952,1163,2025-08-01,4.9,78.7,5.1
1953,1163,2025-09-01,6.0,68.7,6.0
1954,1163,2025-10-01,6.7,80.2,5.5
1955,1163,2025-11-01,7.4,84.1,8.4
1956,1163,2025-12-01,7.3,85.3,7.5
1957,1164,2025-01-01,5.4,64.6,4.9
1958,1164,2025-02-01,6.8,82.7,8.0
1959,1164,2025-03-01,7.9,80.3,8.0
1960,1164,2025-04-01,10.0,70.2,10.0
1961,1164,2025-05-01,8.7,73.2,10.0
1962,1164,2025-06-01,6.1,97.0,6.0
1963,1164,2025-07-01,8.6,61.5,8.6
1964,1164,2025-08-01,6.0,72.6,4.6
1965,1164,2025-09-01,6.3,59.0,4.5
1966,1164,2025-10-01,6.3,96.2,7.2
1967,1164,2025-11-01,8.7,59.2,8.2
1968,1164,2025-12-01,7.6,81.3,7.3
1969,1165,2025-01-01,6.9,74.0,6.9
1970,1165,2025-02-01,6.3,66.2,4.9
1971,1165,2025-03-01,5.5,89.2,5.0
1972,1165,2025-04-01,4.7,69.0,5.7
1973,1165,2025-05-01,7.1,74.8,6.6
1974,1165,2025-06-01,7.8,80.5,8.4
1975,1165,2025-07-01,8.7,75.8,9.0
1976,1165,2025-08-01,6.3,90.8,5.3
1977,1165,2025-09-01,8.7,76.4,9.6
1978,1165,2025-10-01,,93.3,5.2
1979,1165,2025-11-01,5.5,79.9,5.7
1980,1165,2025-12-01,6.3,87.9,7.8
1981,1166,2025-01-01,3.9,89.2,4.5
1982,1166,2025-02-01,6.0,69.9,6.6
1983,1166,2025-03-01,7.3,75.1,6.6
1984,1166,2025-04-01,8.1,51.4,7.2
1985,1166,2025-05-01,6.4,72.3,6.2
1986,1166,2025-06-01,7.8,85.4,8.5
1987,1166,2025-07-01,6.1,73.0,6.3
1988,1166,2025-08-01,6.6,86.1,5.7
1989,1166,2025-09-01,6.1,72.8,6.1
1990,1166,2025-10-01,9.7,86.0,10.0
1991,1166,2025-11-01,6.7,55.3,8.3
1992,1166,2025-12-01,7.1,75.5,7.9
1993,1167,2025-01-01,7.4,66.7,7.4
1994,1167,2025-02-01,6.3,69.4,6.5
1995,1167,2025-03-01,5.3,85.3,6.2
1996,1167,2025-04-01,7.8,87.0,7.9
1997,1167,2025-05-01,8.2,68.2,7.4
1998,1167,2025-06-01,6.5,70.7,5.5
1999,1167,2025-07-01,7.8,89.5,8.8
2000,1167,2025-08-01,7.3,87.8,8.9
2001,1167,2025-09-01,7.7,90.3,6.8
2002,1167,2025-10-01,6.3,84.4,5.6
2003,1167,2025-11-01,8.8,69.9,8.7
2004,1167,2025-12-01,7.8,60.5,7.6
2005,1168,2025-01-01,9.6,56.8,7.7
2006,1168,2025-02-01,9.5,60.5,10.0
2007,1168,2025-03-01,6.8,81.9,8.4
2008,1168,2025-04-01,8.6,65.1,8.5
2009,1168,2025-05-01,5.4,74.5,5.9
2010,1168,2025-06-01,4.6,60.1,5.6
2011,1168,2025-07-01,8.3,100.0,7.2
2012,1168,2025-08-01,5.3,79.5,5.2
2013,1168,2025-09-01,7.7,79.5,6.1
2014,1168,2025-10-01,7.7,85.2,7.4
2015,1168,2025-11-01,8.4,88.6,9.8
2016,1168,2025-12-01,7.5,81.6,8.2
2017,1169,2025-01-01,7.4,90.1,7.3
2018,1169,2025-02-01,5.3,95.4,4.4
2019,1169,2025-03-01,8.6,62.7,7.6
2020,1169,2025-04-01,7.3,74.8,6.4
2021,1169,2025-05-01,6.1,94.4,6.7
2022,1169,2025-06-01,7.5,85.8,8.7
2023,1169,2025-07-01,9.7,83.0,10.0
2024,1169,2025-08-01,6.0,75.4,5.4
2025,1169,2025-09-01,8.2,45.9,7.4
2026,1169,2025-10-01,8.5,97.4,9.7
2027,1169,2025-11-01,4.9,56.8,5.5
2028,1169,2025-12-01,4.7,57.7,4.9
2029,1170,2025-01-01,7.5,75.5,8.5
2030,1170,2025-02-01,8.2,44.4,8.8
2031,1170,2025-03-01,6.8,85.3,5.7
2032,1170,2025-04-01,10.0,100.0,10.0
2033,1170,2025-05-01,10.0,58.8,10.0
2034,1170,2025-06-01,7.4,100.0,7.4
2035,1170,2025-07-01,6.8,46.3,7.5
2036,1170,2025-08-01,7.0,61.6,7.7
2037,1170,2025-09-01,8.4,75.7,7.4
2038,1170,2025-10-01,6.8,69.1,6.5
2039,1170,2025-11-01,8.4,100.0,8.4
2040,1170,2025-12-01,7.7,43.1,7.3
2041,1171,2025-01-01,6.8,43.2,7.3
2042,1171,2025-02-01,8.5,66.2,7.8
2043,1171,2025-03-01,5.3,57.5,5.7
2044,1171,2025-04-01,6.8,150.0,6.3
2045,1171,2025-05-01,8.5,77.2,8.8
2046,1171,2025-06-01,5.8,80.1,6.5
2047,1171,2025-07-01,10.0,93.7,10.0
2048,1171,2025-08-01,8.5,82.7,8.0
2049,1171,2025-09-01,7.4,61.8,5.3
2050,1171,2025-10-01,7.7,84.5,6.7
2051,1171,2025-11-01,8.8,77.9,9.6
2052,1171,2025-12-01,9.3,100.0,8.7
2053,1172,2025-01-01,7.0,73.3,7.3
2054,1172,2025-02-01,3.3,74.9,1.5
2055,1172,2025-03-01,9.6,74.6,10.0
2056,1172,2025-04-01,6.4,80.2,6.1
2057,1172,2025-05-01,8.8,57.3,6.8
2058,1172,2025-06-01,7.9,100.0,7.6
2059,1172,2025-07-01,8.7,80.3,9.6
2060,1172,2025-08-01,8.5,100.0,8.3
2061,1172,2025-09-01,6.5,49.2,7.3
2062,1172,2025-10-01,5.6,60.8,4.9
2063,1172,2025-11-01,7.5,100.0,7.2
2064,1172,2025-12-01,6.9,60.7,7.5
2065,1173,2025-01-01,5.2,39.5,6.1
2066,1173,2025-02-01,7.4,75.2,7.3
2067,1173,2025-03-01,8.5,70.4,8.1
2068,1173,2025-04-01,7.6,77.7,6.6
2069,1173,2025-05-01,9.6,58.2,8.8
2070,1173,2025-06-01,8.6,74.0,8.1
2071,1173,2025-07-01,5.5,56.1,4.9
2072,1173,2025-08-01,8.3,82.2,6.9
2073,1173,2025-09-01,8.0,74.7,7.9
2074,1173,2025-10-01,5.0,100.0,3.1
2075,1173,2025-11-01,6.2,68.1,5.0
2076,1173,2025-12-01,7.7,93.5,6.0
2077,1174,2025-01-01,9.2,74.3,8.8
2078,1174,2025-02-01,8.4,96.0,8.4
2079,1174,2025-03-01,8.6,82.0,8.4
2080,1174,2025-04-01,5.9,68.8,5.3
2081,1174,2025-05-01,10.0,98.1,9.9
2082,1174,2025-06-01,9.6,56.5,10.0
2083,1174,2025-07-01,7.0,82.4,9.4
2084,1174,2025-08-01,8.7,53.1,7.3
2085,1174,2025-09-01,8.0,93.9,8.6
2086,1174,2025-10-01,5.4,87.1,6.3
2087,1174,2025-11-01,7.5,86.6,7.9
2088,1174,2025-12-01,8.4,78.9,8.1
2089,1175,2025-01-01,5.5,64.5,4.8
2090,1175,2025-02-01,7.2,94.1,7.6
2091,1175,2025-03-01,8.8,68.9,8.6
2092,1175,2025-04-01,6.9,69.1,7.3
2093,1175,2025-05-01,7.6,82.3,7.7
2094,1175,2025-06-01,6.7,80.4,7.1
2095,1175,2025-07-01,6.1,64.5,5.5
2096,1175,2025-08-01,9.3,30.0,9.9
2097,1175,2025-09-01,9.5,66.3,10.0
2098,1175,2025-10-01,9.1,85.5,8.3
2099,1175,2025-11-01,6.3,84.1,5.9
2100,1175,2025-12-01,10.0,100.0,7.7
2101,1176,2025-01-01,8.4,76.0,9.6
2102,1176,2025-02-01,9.2,90.5,8.3
2103,1176,2025-03-01,6.5,64.6,6.6
2104,1176,2025-04-01,8.6,64.7,7.8
2105,1176,2025-05-01,6.2,50.7,5.7
2106,1176,2025-06-01,7.0,64.0,7.5
2107,1176,2025-07-01,8.4,96.1,9.4
2108,1176,2025-08-01,6.5,70.9,6.0
2109,1176,2025-09-01,5.4,89.9,5.3
2110,1176,2025-10-01,8.5,73.7,9.4
2111,1176,2025-11-01,4.0,72.1,3.9
2112,1176,2025-12-01,8.1,70.9,6.5
2113,1177,2025-01-01,5.2,100.0,6.1
2114,1177,2025-02-01,7.9,75.9,9.2
2115,1177,2025-03-01,7.0,75.3,6.5
2116,1177,2025-04-01,8.9,61.4,7.5
2117,1177,2025-05-01,6.5,72.4,6.9
2118,1177,2025-06-01,8.6,72.8,7.7
2119,1177,2025-07-01,8.1,91.4,9.5
