Performance_ID,Employee_ID,Review_Month,Performance_Score,Productivity_Score,Manager_Rating,Review_Year,Review_Month_Number,Review_Month_Name
1261,1106,2025-01-01,6.1,85.5,6.4,2025,1,January
1262,1106,2025-02-01,5.7,82.6,5.1,2025,2,February
1263,1106,2025-03-01,5.8,72.7,4.5,2025,3,March
1264,1106,2025-04-01,7.0,75.2,6.2,2025,4,April
1265,1106,2025-05-01,5.1,88.3,4.5,2025,5,May
1266,1106,2025-06-01,7.6,100.0,7.3,2025,6,June
1267,1106,2025-07-01,6.2,63.8,5.0,2025,7,July
1268,1106,2025-08-01,6.9,71.9,7.2,2025,8,August
1269,1106,2025-09-01,10.0,83.3,10.0,2025,9,September
1270,1106,2025-10-01,9.6,74.7,9.8,2025,10,October
1271,1106,2025-11-01,8.8,87.6,8.5,2025,11,November
1272,1106,2025-12-01,6.6,72.9,6.6,2025,12,December
1273,1107,2025-01-01,8.3,83.6,8.7,2025,1,January
1274,1107,2025-02-01,9.2,77.7,9.7,2025,2,February
1275,1107,2025-03-01,8.1,77.6,7.7,2025,3,March
1276,1107,2025-04-01,9.8,100.0,10.0,2025,4,April
1277,1107,2025-05-01,8.2,53.4,8.1,2025,5,May
1278,1107,2025-06-01,7.8,78.2,6.6,2025,6,June
1279,1107,2025-07-01,8.3,73.1,7.3,2025,7,July
1280,1107,2025-08-01,7.6,94.2,6.2,2025,8,August
1281,1107,2025-09-01,7.1,70.3,7.6,2025,9,September
1282,1107,2025-10-01,8.9,63.3,10.0,2025,10,October
1283,1107,2025-11-01,6.4,72.2,5.6,2025,11,November
1284,1107,2025-12-01,6.5,93.9,6.4,2025,12,December
1285,1108,2025-01-01,6.6,69.4,8.3,2025,1,January
1286,1108,2025-02-01,7.1,84.5,6.4,2025,2,February
1287,1108,2025-03-01,6.6,92.8,6.9,2025,3,March
1288,1108,2025-04-01,10.0,69.5,9.6,2025,4,April
1289,1108,2025-05-01,6.2,89.0,4.8,2025,5,May
1290,1108,2025-06-01,6.1,75.1,5.8,2025,6,June
1291,1108,2025-07-01,9.6,71.4,10.0,2025,7,July
1292,1108,2025-08-01,7.0,49.6,7.5,2025,8,August
1293,1108,2025-09-01,5.8,62.3,6.3,2025,9,September
1294,1108,2025-10-01,8.1,45.3,8.6,2025,10,October
1295,1108,2025-11-01,6.6,73.2,6.2,2025,11,November
1296,1108,2025-12-01,7.5,61.3,6.7,2025,12,December
1297,1109,2025-01-01,7.8,86.6,9.4,2025,1,January
1298,1109,2025-02-01,8.1,58.4,8.9,2025,2,February
1299,1109,2025-03-01,4.5,76.6,5.2,2025,3,March
1300,1109,2025-04-01,6.2,70.5,7.8,2025,4,April
1301,1109,2025-05-01,7.0,63.5,7.7,2025,5,May
1302,1109,2025-06-01,7.6,81.5,7.8,2025,6,June
1303,1109,2025-07-01,8.5,92.1,8.3,2025,7,July
1304,1109,2025-08-01,7.5,58.0,8.1,2025,8,August
1305,1109,2025-09-01,8.0,53.7,7.6,2025,9,September
1306,1109,2025-10-01,5.4,52.2,3.8,2025,10,October
1307,1109,2025-11-01,4.2,75.4,5.4,2025,11,November
1308,1109,2025-12-01,7.1,78.0,9.2,2025,12,December
1309,1110,2025-01-01,6.8,78.0,6.5,2025,1,January
1310,1110,2025-02-01,6.6,89.2,6.4,2025,2,February
1311,1110,2025-03-01,5.9,85.5,5.3,2025,3,March
1312,1110,2025-04-01,6.3,91.6,6.4,2025,4,April
1313,1110,2025-05-01,8.0,95.4,9.4,2025,5,May
1314,1110,2025-06-01,9.0,100.0,8.8,2025,6,June
1315,1110,2025-07-01,9.5,62.2,10.0,2025,7,July
1316,1110,2025-08-01,7.3,82.0,8.3,2025,8,August
1317,1110,2025-09-01,5.0,83.3,4.4,2025,9,September
1318,1110,2025-10-01,10.0,59.3,10.0,2025,10,October
1319,1110,2025-11-01,5.4,67.9,4.3,2025,11,November
1320,1110,2025-12-01,5.1,86.2,5.1,2025,12,December
1321,1111,2025-01-01,6.8,77.1,6.6,2025,1,January
1322,1111,2025-02-01,8.2,82.3,8.2,2025,2,February
1323,1111,2025-03-01,8.9,59.7,7.9,2025,3,March
1324,1111,2025-04-01,5.5,78.1,6.7,2025,4,April
1325,1111,2025-05-01,7.4,83.5,5.6,2025,5,May
1326,1111,2025-06-01,6.7,88.7,7.7,2025,6,June
1327,1111,2025-07-01,7.9,100.0,7.4,2025,7,July
1328,1111,2025-08-01,7.3,91.2,7.8,2025,8,August
1329,1111,2025-09-01,5.1,56.3,4.7,2025,9,September
1330,1111,2025-10-01,7.4,73.9,8.0,2025,10,October
1331,1111,2025-11-01,6.5,74.9,8.7,2025,11,November
1332,1111,2025-12-01,5.8,63.3,3.9,2025,12,December
1333,1112,2025-01-01,5.6,78.4,7.3,2025,1,January
1334,1112,2025-02-01,7.8,77.8,8.0,2025,2,February
1335,1112,2025-03-01,5.9,64.5,6.4,2025,3,March
1336,1112,2025-04-01,7.7,78.0,8.0,2025,4,April
1337,1112,2025-05-01,5.4,90.5,5.9,2025,5,May
1338,1112,2025-06-01,6.5,73.5,7.5,2025,6,June
1339,1112,2025-07-01,6.8,71.7,5.8,2025,7,July
1340,1112,2025-08-01,5.9,72.6,7.6,2025,8,August
1341,1112,2025-09-01,7.4,87.5,7.7,2025,9,September
1342,1112,2025-10-01,7.7,69.1,8.1,2025,10,October
1343,1112,2025-11-01,5.4,52.9,5.1,2025,11,November
1344,1112,2025-12-01,6.8,59.0,8.1,2025,12,December
1345,1113,2025-01-01,8.6,99.7,8.1,2025,1,January
1346,1113,2025-02-01,8.9,85.9,8.3,2025,2,February
1347,1113,2025-03-01,7.1,99.6,6.7,2025,3,March
1348,1113,2025-04-01,6.4,90.8,6.1,2025,4,April
1349,1113,2025-05-01,9.2,100.0,9.6,2025,5,May
1350,1113,2025-06-01,9.2,70.2,10.0,2025,6,June
1351,1113,2025-07-01,8.3,67.4,7.5,2025,7,July
1352,1113,2025-08-01,7.8,95.6,7.3,2025,8,August
1353,1113,2025-09-01,10.0,82.4,9.5,2025,9,September
1354,1113,2025-10-01,7.4,63.8,6.6,2025,10,October
1355,1113,2025-11-01,9.2,74.2,9.3,2025,11,November
1356,1113,2025-12-01,6.0,71.2,6.3,2025,12,December
1357,1114,2025-01-01,6.4,91.0,7.2,2025,1,January
1358,1114,2025-02-01,4.7,93.4,5.7,2025,2,February
1359,1114,2025-03-01,9.0,81.6,9.0,2025,3,March
1360,1114,2025-04-01,8.3,53.0,8.2,2025,4,April
1361,1114,2025-05-01,9.1,87.4,8.9,2025,5,May
1362,1114,2025-06-01,7.0,81.9,6.3,2025,6,June
1363,1114,2025-07-01,7.5,77.5,7.8,2025,7,July
1364,1114,2025-08-01,6.3,62.5,6.0,2025,8,August
1365,1114,2025-09-01,6.3,81.4,6.2,2025,9,September
1366,1114,2025-10-01,10.0,80.0,9.9,2025,10,October
1367,1114,2025-11-01,6.5,100.0,6.7,2025,11,November
1368,1114,2025-12-01,8.3,54.7,9.2,2025,12,December
1369,1115,2025-01-01,8.7,75.5,8.8,2025,1,January
1370,1115,2025-02-01,8.7,77.6,7.5,2025,2,February
1371,1115,2025-03-01,4.6,77.9,5.9,2025,3,March
1372,1115,2025-04-01,6.8,47.8,9.1,2025,4,April
1373,1115,2025-05-01,5.7,59.9,6.6,2025,5,May
1374,1115,2025-06-01,8.0,64.6,9.7,2025,6,June
1375,1115,2025-07-01,6.8,44.9,6.6,2025,7,July
1376,1115,2025-08-01,4.7,88.1,5.2,2025,8,August
1377,1115,2025-09-01,5.7,66.6,5.9,2025,9,September
1378,1115,2025-10-01,7.0,100.0,7.7,2025,10,October
1379,1115,2025-11-01,6.8,80.0,8.1,2025,11,November
1380,1115,2025-12-01,6.8,95.7,5.9,2025,12,December
1381,1116,2025-01-01,8.4,90.1,7.5,2025,1,January
1382,1116,2025-02-01,6.5,50.4,6.2,2025,2,February
1383,1116,2025-03-01,6.1,63.3,5.8,2025,3,March
1384,1116,2025-04-01,7.7,74.6,9.0,2025,4,April
1385,1116,2025-05-01,5.4,83.8,5.7,2025,5,May
1386,1116,2025-06-01,6.5,59.2,6.8,2025,6,June
1387,1116,2025-07-01,7.3,70.8,7.8,2025,7,July
1388,1116,2025-08-01,9.0,78.0,7.0,2025,8,August
1389,1116,2025-09-01,9.5,63.2,9.7,2025,9,September
1390,1116,2025-10-01,8.5,72.9,8.6,2025,10,October
1391,1116,2025-11-01,7.6,92.8,9.1,2025,11,November
1392,1116,2025-12-01,6.6,72.0,5.7,2025,12,December
1393,1117,2025-01-01,5.8,52.1,6.2,2025,1,January
1394,1117,2025-02-01,7.5,65.6,8.5,2025,2,February
1395,1117,2025-03-01,7.9,70.7,7.8,2025,3,March
1396,1117,2025-04-01,6.5,51.2,6.9,2025,4,April
1397,1117,2025-05-01,6.9,85.0,7.7,2025,5,May
1398,1117,2025-06-01,6.3,73.1,5.6,2025,6,June
1399,1117,2025-07-01,5.5,81.5,2.6,2025,7,July
1400,1117,2025-08-01,8.2,81.4,7.9,2025,8,August
1401,1117,2025-09-01,8.1,63.7,8.0,2025,9,September
1402,1117,2025-10-01,10.0,71.5,10.0,2025,10,October
1403,1117,2025-11-01,7.1,72.6,8.3,2025,11,November
1404,1117,2025-12-01,5.0,51.5,6.1,2025,12,December
1405,1118,2025-01-01,7.1,55.3,6.6,2025,1,January
1406,1118,2025-02-01,4.9,58.9,5.7,2025,2,February
1407,1118,2025-03-01,8.4,80.3,8.7,2025,3,March
1408,1118,2025-04-01,7.0,65.2,7.8,2025,4,April
1409,1118,2025-05-01,8.7,85.1,7.0,2025,5,May
1410,1118,2025-06-01,8.1,69.3,8.2,2025,6,June
1411,1118,2025-07-01,6.0,65.0,6.8,2025,7,July
1412,1118,2025-08-01,6.6,77.0,7.0,2025,8,August
1413,1118,2025-09-01,9.3,86.5,9.1,2025,9,September
1414,1118,2025-10-01,8.7,63.1,8.0,2025,10,October
1415,1118,2025-11-01,6.5,86.7,5.8,2025,11,November
1416,1118,2025-12-01,7.5,82.9,7.8,2025,12,December
1417,1119,2025-01-01,7.1,72.5,7.3,2025,1,January
1418,1119,2025-02-01,7.6,86.3,6.8,2025,2,February
1419,1119,2025-03-01,7.8,89.7,8.3,2025,3,March
1420,1119,2025-04-01,10.0,63.4,10.0,2025,4,April
1421,1119,2025-05-01,10.0,51.7,10.0,2025,5,May
1422,1119,2025-06-01,7.1,78.4,7.0,2025,6,June
1423,1119,2025-07-01,3.7,80.0,4.8,2025,7,July
1424,1119,2025-08-01,6.2,81.9,7.0,2025,8,August
1425,1119,2025-09-01,8.4,69.8,8.5,2025,9,September
1426,1119,2025-10-01,7.0,70.5,7.2,2025,10,October
1427,1119,2025-11-01,6.4,71.3,6.1,2025,11,November
1428,1119,2025-12-01,8.6,64.1,7.6,2025,12,December
1429,1120,2025-01-01,7.4,90.8,6.3,2025,1,January
1430,1120,2025-02-01,8.7,77.1,9.1,2025,2,February
1431,1120,2025-03-01,7.0,82.7,8.5,2025,3,March
1432,1120,2025-04-01,9.2,64.0,7.8,2025,4,April
1433,1120,2025-05-01,8.0,77.3,6.7,2025,5,May
1434,1120,2025-06-01,7.9,50.8,6.8,2025,6,June
1435,1120,2025-07-01,5.9,80.4,5.7,2025,7,July
1436,1120,2025-08-01,7.2,77.6,6.4,2025,8,August
1437,1120,2025-09-01,7.0,71.6,8.5,2025,9,September
1438,1120,2025-10-01,8.6,83.3,8.0,2025,10,October
1439,1120,2025-11-01,7.0,100.0,6.7,2025,11,November
1440,1120,2025-12-01,6.4,87.0,7.3,2025,12,December
1441,1121,2025-01-01,8.2,84.4,7.2,2025,1,January
1442,1121,2025-02-01,7.7,60.8,8.7,2025,2,February
1443,1121,2025-03-01,7.6,68.1,5.8,2025,3,March
1444,1121,2025-04-01,10.0,54.5,7.9,2025,4,April
1445,1121,2025-05-01,6.5,93.7,7.1,2025,5,May
1446,1121,2025-06-01,6.0,66.4,6.1,2025,6,June
1447,1121,2025-07-01,5.9,61.3,6.3,2025,7,July
1448,1121,2025-08-01,7.7,64.6,7.4,2025,8,August
1449,1121,2025-09-01,7.9,88.6,7.2,2025,9,September
1450,1121,2025-10-01,6.4,84.9,6.5,2025,10,October
1451,1121,2025-11-01,6.2,66.9,6.8,2025,11,November
1452,1121,2025-12-01,6.2,80.9,6.2,2025,12,December
1453,1122,2025-01-01,5.8,64.8,5.9,2025,1,January
1454,1122,2025-02-01,8.5,68.9,9.0,2025,2,February
1455,1122,2025-03-01,10.0,69.0,10.0,2025,3,March
1456,1122,2025-04-01,6.9,81.8,6.9,2025,4,April
1457,1122,2025-05-01,7.2,62.9,7.7,2025,5,May
1458,1122,2025-06-01,9.9,83.3,10.0,2025,6,June
1459,1122,2025-07-01,8.5,76.4,7.3,2025,7,July
1460,1122,2025-08-01,7.5,55.2,8.9,2025,8,August
1461,1122,2025-09-01,8.0,75.1,7.0,2025,9,September
1462,1122,2025-10-01,6.8,56.6,7.3,2025,10,October
1463,1122,2025-11-01,7.5,75.2,7.1,2025,11,November
1464,1122,2025-12-01,7.7,66.4,7.8,2025,12,December
1465,1123,2025-01-01,5.1,66.0,5.1,2025,1,January
1466,1123,2025-02-01,7.9,60.9,9.3,2025,2,February
1467,1123,2025-03-01,8.5,56.5,9.7,2025,3,March
1468,1123,2025-04-01,8.6,74.7,9.2,2025,4,April
1469,1123,2025-05-01,5.0,92.1,6.0,2025,5,May
1470,1123,2025-06-01,4.5,74.4,3.3,2025,6,June
1471,1123,2025-07-01,8.3,86.3,10.0,2025,7,July
1472,1123,2025-08-01,8.8,79.2,8.6,2025,8,August
1473,1123,2025-09-01,6.2,74.2,8.8,2025,9,September
1474,1123,2025-10-01,8.6,71.8,9.1,2025,10,October
1475,1123,2025-11-01,7.8,51.0,8.1,2025,11,November
1476,1123,2025-12-01,5.6,88.4,6.4,2025,12,December
1477,1124,2025-01-01,8.4,100.0,7.6,2025,1,January
1478,1124,2025-02-01,4.7,66.1,4.9,2025,2,February
1479,1124,2025-03-01,7.2,69.7,8.5,2025,3,March
1480,1124,2025-04-01,6.8,42.3,5.7,2025,4,April
1481,1124,2025-05-01,9.4,91.1,7.9,2025,5,May
1482,1124,2025-06-01,7.2,87.8,10.0,2025,6,June
1483,1124,2025-07-01,6.9,46.3,7.8,2025,7,July
1484,1124,2025-08-01,4.9,81.6,5.2,2025,8,August
1485,1124,2025-09-01,7.9,47.2,7.2,2025,9,September
1486,1124,2025-10-01,6.3,73.3,6.0,2025,10,October
1487,1124,2025-11-01,7.8,83.0,5.9,2025,11,November
1488,1124,2025-12-01,6.8,47.2,4.3,2025,12,December
1489,1125,2025-01-01,6.6,77.8,5.6,2025,1,January
1490,1125,2025-02-01,6.1,93.8,7.2,2025,2,February
1491,1125,2025-03-01,9.0,58.8,10.0,2025,3,March
1492,1125,2025-04-01,7.7,100.0,7.8,2025,4,April
1493,1125,2025-05-01,6.2,87.6,5.3,2025,5,May
1494,1125,2025-06-01,6.6,50.6,7.5,2025,6,June
1495,1125,2025-07-01,6.2,86.2,6.1,2025,7,July
1496,1125,2025-08-01,6.0,90.2,4.5,2025,8,August
1497,1125,2025-09-01,8.1,70.4,7.8,2025,9,September
1498,1125,2025-10-01,5.9,45.1,5.7,2025,10,October
1499,1125,2025-11-01,8.1,63.8,9.3,2025,11,November
1500,1125,2025-12-01,9.8,62.9,10.0,2025,12,December
1501,1126,2025-01-01,7.2,79.5,7.0,2025,1,January
1502,1126,2025-02-01,9.4,65.2,10.0,2025,2,February
1503,1126,2025-03-01,7.6,64.8,7.0,2025,3,March
1504,1126,2025-04-01,6.2,100.0,6.4,2025,4,April
1505,1126,2025-05-01,7.5,55.6,8.4,2025,5,May
1506,1126,2025-06-01,9.0,61.9,10.0,2025,6,June
1507,1126,2025-07-01,7.5,65.4,8.2,2025,7,July
1508,1126,2025-08-01,8.5,66.1,10.0,2025,8,August
1509,1126,2025-09-01,9.1,81.4,8.3,2025,9,September
1510,1126,2025-10-01,5.6,75.6,6.8,2025,10,October
1511,1126,2025-11-01,7.4,81.6,8.0,2025,11,November
1512,1126,2025-12-01,9.6,56.8,8.8,2025,12,December
1513,1127,2025-01-01,9.1,72.7,9.1,2025,1,January
1514,1127,2025-02-01,10.0,100.0,10.0,2025,2,February
1515,1127,2025-03-01,6.2,81.9,7.4,2025,3,March
1516,1127,2025-04-01,9.2,94.5,9.0,2025,4,April
1517,1127,2025-05-01,6.5,70.0,6.3,2025,5,May
1518,1127,2025-06-01,10.0,63.8,10.0,2025,6,June
1519,1127,2025-07-01,8.5,72.7,10.0,2025,7,July
1520,1127,2025-08-01,7.0,69.4,7.9,2025,8,August
1521,1127,2025-09-01,7.6,61.0,7.9,2025,9,September
1522,1127,2025-10-01,5.8,75.5,7.5,2025,10,October
1523,1127,2025-11-01,6.9,67.9,6.4,2025,11,November
1524,1127,2025-12-01,8.4,86.9,7.8,2025,12,December
1525,1128,2025-01-01,9.6,61.7,9.4,2025,1,January
1526,1128,2025-02-01,6.5,84.6,8.5,2025,2,February
1527,1128,2025-03-01,7.2,83.8,9.1,2025,3,March
1528,1128,2025-04-01,9.7,63.8,9.7,2025,4,April
1529,1128,2025-05-01,4.4,100.0,4.5,2025,5,May
1530,1128,2025-06-01,8.6,59.9,7.6,2025,6,June
1531,1128,2025-07-01,8.4,100.0,8.3,2025,7,July
1532,1128,2025-08-01,6.0,67.2,5.7,2025,8,August
1533,1128,2025-09-01,5.7,79.0,6.1,2025,9,September
1534,1128,2025-10-01,8.8,64.1,8.6,2025,10,October
1535,1128,2025-11-01,4.5,69.8,3.0,2025,11,November
1536,1128,2025-12-01,6.0,85.6,5.8,2025,12,December
1537,1129,2025-01-01,5.0,59.2,5.3,2025,1,January
1538,1129,2025-02-01,8.4,88.8,7.4,2025,2,February
1539,1129,2025-03-01,5.2,78.0,4.3,2025,3,March
1540,1129,2025-04-01,6.9,94.8,7.3,2025,4,April
1541,1129,2025-05-01,7.5,54.0,7.9,2025,5,May
1542,1129,2025-06-01,6.0,57.1,6.5,2025,6,June
1543,1129,2025-07-01,7.2,67.0,9.5,2025,7,July
1544,1129,2025-08-01,7.9,73.6,10.0,2025,8,August
1545,1129,2025-09-01,6.1,83.0,4.4,2025,9,September
1546,1129,2025-10-01,7.1,92.5,6.0,2025,10,October
1547,1129,2025-11-01,6.3,59.9,4.9,2025,11,November
1548,1129,2025-12-01,5.5,49.1,4.8,2025,12,December
1549,1130,2025-01-01,5.2,65.3,6.4,2025,1,January
1550,1130,2025-02-01,8.0,61.0,8.4,2025,2,February
1551,1130,2025-03-01,7.4,68.6,7.8,2025,3,March
1552,1130,2025-04-01,6.9,67.7,6.8,2025,4,April
1553,1130,2025-05-01,6.4,66.3,4.9,2025,5,May
1554,1130,2025-06-01,9.5,56.2,9.2,2025,6,June
1555,1130,2025-07-01,9.9,59.4,10.0,2025,7,July
1556,1130,2025-08-01,7.5,97.1,7.5,2025,8,August
1557,1130,2025-09-01,8.1,73.3,6.8,2025,9,September
1558,1130,2025-10-01,5.7,85.7,6.1,2025,10,October
1559,1130,2025-11-01,9.6,93.1,10.0,2025,11,November
1560,1130,2025-12-01,8.0,81.3,8.1,2025,12,December
1561,1131,2025-01-01,5.2,79.9,5.8,2025,1,January
1562,1131,2025-02-01,7.5,81.8,7.4,2025,2,February
1563,1131,2025-03-01,7.0,74.8,7.4,2025,3,March
1564,1131,2025-04-01,4.2,96.9,5.1,2025,4,April
1565,1131,2025-05-01,8.3,85.0,7.7,2025,5,May
1566,1131,2025-06-01,4.2,57.9,4.0,2025,6,June
1567,1131,2025-07-01,6.3,58.2,8.1,2025,7,July
1568,1131,2025-08-01,7.4,74.8,7.0,2025,8,August
1569,1131,2025-09-01,7.0,74.4,6.8,2025,9,September
1570,1131,2025-10-01,6.2,74.8,6.4,2025,10,October
1571,1131,2025-11-01,7.7,74.7,5.9,2025,11,November
1572,1131,2025-12-01,6.3,74.9,6.3,2025,12,December
1573,1132,2025-01-01,6.5,78.5,6.6,2025,1,January
1574,1132,2025-02-01,7.6,76.2,7.6,2025,2,February
1575,1132,2025-03-01,6.6,71.5,6.2,2025,3,March
1576,1132,2025-04-01,6.6,70.2,6.3,2025,4,April
1577,1132,2025-05-01,8.9,69.5,8.2,2025,5,May
1578,1132,2025-06-01,8.7,71.1,8.4,2025,6,June
1579,1132,2025-07-01,8.6,33.5,9.0,2025,7,July
1580,1132,2025-08-01,7.1,92.1,6.5,2025,8,August
1581,1132,2025-09-01,9.4,54.7,9.4,2025,9,September
1582,1132,2025-10-01,5.2,71.2,5.6,2025,10,October
1583,1132,2025-11-01,7.2,59.1,7.9,2025,11,November
1584,1132,2025-12-01,8.7,69.7,9.7,2025,12,December
1585,1133,2025-01-01,8.1,65.4,7.2,2025,1,January
1586,1133,2025-02-01,7.2,33.2,8.3,2025,2,February
1587,1133,2025-03-01,8.0,98.6,7.1,2025,3,March
1588,1133,2025-04-01,6.9,90.8,7.1,2025,4,April
1589,1133,2025-05-01,6.6,62.7,5.9,2025,5,May
1590,1133,2025-06-01,6.9,66.8,7.3,2025,6,June
1591,1133,2025-07-01,7.2,75.6,7.2,2025,7,July
1592,1133,2025-08-01,5.7,63.1,4.2,2025,8,August
1593,1133,2025-09-01,7.2,99.6,4.8,2025,9,September
1594,1133,2025-10-01,6.0,73.3,4.5,2025,10,October
1595,1133,2025-11-01,9.5,90.9,9.5,2025,11,November
1596,1133,2025-12-01,7.6,57.6,8.8,2025,12,December
1597,1134,2025-01-01,6.5,96.6,8.2,2025,1,January
1598,1134,2025-02-01,6.6,95.0,7.0,2025,2,February
1599,1134,2025-03-01,7.7,66.3,8.7,2025,3,March
1600,1134,2025-04-01,8.6,58.4,7.2,2025,4,April
1601,1134,2025-05-01,6.6,50.6,6.0,2025,5,May
1602,1134,2025-06-01,6.5,86.7,5.2,2025,6,June
1603,1134,2025-07-01,7.7,81.4,7.5,2025,7,July
1604,1134,2025-08-01,6.4,70.5,6.7,2025,8,August
1605,1134,2025-09-01,6.8,72.4,5.1,2025,9,September
1606,1134,2025-10-01,5.8,76.4,5.7,2025,10,October
1607,1134,2025-11-01,7.3,82.3,7.1,2025,11,November
1608,1134,2025-12-01,9.2,81.0,10.0,2025,12,December
1609,1135,2025-01-01,5.4,100.0,5.9,2025,1,January
1610,1135,2025-02-01,8.7,88.7,8.6,2025,2,February
1611,1135,2025-03-01,6.0,62.6,6.3,2025,3,March
1612,1135,2025-04-01,9.6,55.5,9.9,2025,4,April
1613,1135,2025-05-01,6.5,93.2,4.9,2025,5,May
1614,1135,2025-06-01,7.1,100.0,7.8,2025,6,June
1615,1135,2025-07-01,5.7,74.1,6.1,2025,7,July
1616,1135,2025-08-01,5.0,90.8,4.8,2025,8,August
1617,1135,2025-09-01,7.1,71.3,7.7,2025,9,September
1618,1135,2025-10-01,8.3,97.1,9.5,2025,10,October
1619,1135,2025-11-01,6.8,71.7,8.9,2025,11,November
1620,1135,2025-12-01,9.9,56.8,10.0,2025,12,December
1621,1136,2025-01-01,6.6,79.3,7.7,2025,1,January
1622,1136,2025-02-01,5.4,60.1,4.4,2025,2,February
1623,1136,2025-03-01,8.0,77.5,9.1,2025,3,March
1624,1136,2025-04-01,9.3,100.0,10.0,2025,4,April
1625,1136,2025-05-01,6.2,70.1,4.4,2025,5,May
1626,1136,2025-06-01,7.3,60.2,4.8,2025,6,June
1627,1136,2025-07-01,5.0,85.5,5.0,2025,7,July
1628,1136,2025-08-01,6.5,88.6,4.7,2025,8,August
1629,1136,2025-09-01,7.5,92.2,8.3,2025,9,September
1630,1136,2025-10-01,7.8,86.1,8.1,2025,10,October
1631,1136,2025-11-01,7.7,56.9,9.2,2025,11,November
1632,1136,2025-12-01,5.6,100.0,7.2,2025,12,December
1633,1137,2025-01-01,7.4,68.4,8.5,2025,1,January
1634,1137,2025-02-01,6.5,86.7,7.5,2025,2,February
1635,1137,2025-03-01,7.5,87.8,6.6,2025,3,March
1636,1137,2025-04-01,9.5,65.9,10.0,2025,4,April
1637,1137,2025-05-01,7.2,62.5,7.6,2025,5,May
1638,1137,2025-06-01,6.0,100.0,6.4,2025,6,June
1639,1137,2025-07-01,5.4,64.6,7.1,2025,7,July
1640,1137,2025-08-01,8.3,78.8,7.9,2025,8,August
1641,1137,2025-09-01,5.3,77.8,6.3,2025,9,September
1642,1137,2025-10-01,8.2,83.6,9.2,2025,10,October
1643,1137,2025-11-01,8.4,69.8,9.9,2025,11,November
1644,1137,2025-12-01,6.6,100.0,6.9,2025,12,December
1645,1138,2025-01-01,9.5,30.8,9.7,2025,1,January
1646,1138,2025-02-01,6.9,73.8,7.0,2025,2,February
1647,1138,2025-03-01,6.5,60.3,8.7,2025,3,March
1648,1138,2025-04-01,7.4,87.5,8.3,2025,4,April
1649,1138,2025-05-01,8.5,73.7,9.2,2025,5,May
1650,1138,2025-06-01,8.9,81.2,7.9,2025,6,June
1651,1138,2025-07-01,5.8,80.1,4.0,2025,7,July
1652,1138,2025-08-01,7.9,55.0,7.7,2025,8,August
1653,1138,2025-09-01,6.4,73.1,5.7,2025,9,September
1654,1138,2025-10-01,9.7,80.3,10.0,2025,10,October
1655,1138,2025-11-01,6.6,70.2,4.9,2025,11,November
1656,1138,2025-12-01,9.3,84.8,9.0,2025,12,December
1657,1139,2025-01-01,8.5,70.5,8.8,2025,1,January
1658,1139,2025-02-01,7.7,81.4,4.8,2025,2,February
1659,1139,2025-03-01,7.0,67.6,5.8,2025,3,March
1660,1139,2025-04-01,7.6,76.3,7.9,2025,4,April
1661,1139,2025-05-01,9.9,87.6,10.0,2025,5,May
1662,1139,2025-06-01,7.2,58.7,5.5,2025,6,June
1663,1139,2025-07-01,5.3,68.0,4.6,2025,7,July
1664,1139,2025-08-01,6.2,73.6,6.3,2025,8,August
1665,1139,2025-09-01,8.6,94.3,8.9,2025,9,September
1666,1139,2025-10-01,7.1,61.1,8.7,2025,10,October
1667,1139,2025-11-01,5.9,58.8,3.9,2025,11,November
1668,1139,2025-12-01,6.9,59.5,7.2,2025,12,December
1669,1140,2025-01-01,9.3,71.7,9.6,2025,1,January
1670,1140,2025-02-01,5.1,91.5,5.2,2025,2,February
1671,1140,2025-03-01,9.6,81.8,9.2,2025,3,March
1672,1140,2025-04-01,6.7,63.1,7.2,2025,4,April
1673,1140,2025-05-01,5.4,91.9,5.7,2025,5,May
1674,1140,2025-06-01,7.9,82.2,8.3,2025,6,June
1675,1140,2025-07-01,5.7,48.3,5.8,2025,7,July
1676,1140,2025-08-01,7.5,64.1,6.8,2025,8,August
1677,1140,2025-09-01,7.6,73.9,9.9,2025,9,September
1678,1140,2025-10-01,6.8,68.5,5.8,2025,10,October
1679,1140,2025-11-01,6.2,78.7,6.4,2025,11,November
1680,1140,2025-12-01,4.3,97.4,5.6,2025,12,December
1681,1141,2025-01-01,8.5,84.1,8.2,2025,1,January
1682,1141,2025-02-01,5.1,54.4,5.1,2025,2,February
1683,1141,2025-03-01,7.7,60.7,7.7,2025,3,March
1684,1141,2025-04-01,7.8,73.5,9.9,2025,4,April
1685,1141,2025-05-01,4.1,85.8,3.6,2025,5,May
1686,1141,2025-06-01,6.2,60.7,6.4,2025,6,June
1687,1141,2025-07-01,7.9,81.6,7.4,2025,7,July
1688,1141,2025-08-01,7.6,68.2,7.3,2025,8,August
1689,1141,2025-09-01,3.8,58.9,3.5,2025,9,September
1690,1141,2025-10-01,6.5,58.0,6.8,2025,10,October
1691,1141,2025-11-01,7.2,65.3,7.1,2025,11,November
1692,1141,2025-12-01,8.7,75.6,9.0,2025,12,December
1693,1142,2025-01-01,3.9,79.7,4.5,2025,1,January
1694,1142,2025-02-01,7.9,75.1,5.7,2025,2,February
1695,1142,2025-03-01,7.2,65.9,6.3,2025,3,March
