Attendance_ID,Employee_ID,Date,Status,Working_Hours,Overtime_Hours,Year,Month,Month_Name,Day_Name,Day_Type
24794,1119,2025-11-17,Present,7.8,1.0,2025,11,November,Monday,Weekday
24795,1119,2025-06-05,Present,8.4,1.1,2025,6,June,Thursday,Weekday
24796,1119,2025-08-18,Leave,0.0,0.0,2025,8,August,Monday,Weekday
24797,1119,2025-05-15,Present,8.9,1.9,2025,5,May,Thursday,Weekday
24798,1119,2025-07-24,Absent,0.0,0.0,2025,7,July,Thursday,Weekday
24799,1119,2025-07-04,Present,9.1,1.2,2025,7,July,Friday,Weekday
24800,1119,2025-04-02,Present,9.3,0.9,2025,4,April,Wednesday,Weekday
24801,1119,2025-08-01,Leave,0.0,0.0,2025,8,August,Friday,Weekday
24802,1119,2025-11-07,Present,7.3,2.3,2025,11,November,Friday,Weekday
24803,1119,2025-01-03,Present,9.1,1.9,2025,1,January,Friday,Weekday
24804,1119,2025-04-08,Present,7.7,0.6,2025,4,April,Tuesday,Weekday
24805,1119,2025-03-06,Present,8.2,1.9,2025,3,March,Thursday,Weekday
24806,1119,2025-06-02,Absent,0.0,0.0,2025,6,June,Monday,Weekday
24807,1119,2025-05-30,WFH,7.4,0.4,2025,5,May,Friday,Weekday
24808,1119,2025-02-21,Leave,0.0,0.0,2025,2,February,Friday,Weekday
24809,1119,2025-08-29,Present,7.0,0.1,2025,8,August,Friday,Weekday
24810,1119,2025-01-10,Present,8.4,0.8,2025,1,January,Friday,Weekday
24811,1119,2025-10-13,Present,8.2,0.0,2025,10,October,Monday,Weekday
24812,1119,2025-03-04,Present,8.5,1.0,2025,3,March,Tuesday,Weekday
24813,1119,2025-01-08,Present,7.7,0.9,2025,1,January,Wednesday,Weekday
24814,1119,2025-05-14,WFH,7.3,1.4,2025,5,May,Wednesday,Weekday
24815,1119,2025-06-23,WFH,8.6,0.5,2025,6,June,Monday,Weekday
24816,1119,2025-12-29,Present,8.1,0.5,2025,12,December,Monday,Weekday
24817,1119,2025-09-30,Absent,0.0,0.0,2025,9,September,Tuesday,Weekday
24818,1119,2025-05-08,Present,9.2,1.4,2025,5,May,Thursday,Weekday
24819,1119,2025-08-26,Present,7.9,0.0,2025,8,August,Tuesday,Weekday
24820,1119,2025-04-07,Present,9.0,2.1,2025,4,April,Monday,Weekday
24821,1119,2025-08-13,Leave,0.0,0.0,2025,8,August,Wednesday,Weekday
24822,1119,2025-03-25,Present,7.6,0.6,2025,3,March,Tuesday,Weekday
24823,1119,2025-12-04,Present,7.7,0.6,2025,12,December,Thursday,Weekday
24824,1119,2025-10-14,Leave,0.0,0.0,2025,10,October,Tuesday,Weekday
24825,1119,2025-02-03,Present,8.1,1.1,2025,2,February,Monday,Weekday
24826,1119,2025-06-26,Present,7.3,1.1,2025,6,June,Thursday,Weekday
24827,1119,2025-11-27,Present,7.4,1.5,2025,11,November,Thursday,Weekday
24828,1119,2025-01-23,Present,7.5,0.0,2025,1,January,Thursday,Weekday
24829,1119,2025-07-11,Present,8.7,0.0,2025,7,July,Friday,Weekday
24830,1119,2025-08-11,Present,7.2,0.0,2025,8,August,Monday,Weekday
24831,1119,2025-08-14,Present,8.6,0.8,2025,8,August,Thursday,Weekday
24832,1119,2025-09-23,Present,7.7,2.5,2025,9,September,Tuesday,Weekday
24833,1119,2025-09-26,Present,8.1,1.7,2025,9,September,Friday,Weekday
24834,1119,2025-01-13,Present,7.2,0.0,2025,1,January,Monday,Weekday
24835,1119,2025-12-18,Present,7.4,0.0,2025,12,December,Thursday,Weekday
24836,1119,2025-06-13,Present,8.5,0.7,2025,6,June,Friday,Weekday
24837,1119,2025-04-22,Present,9.5,0.0,2025,4,April,Tuesday,Weekday
24838,1119,2025-06-04,Present,9.3,1.4,2025,6,June,Wednesday,Weekday
24839,1119,2025-02-27,Present,7.5,0.0,2025,2,February,Thursday,Weekday
24840,1119,2025-08-27,Present,8.0,1.6,2025,8,August,Wednesday,Weekday
24841,1119,2025-01-17,Absent,0.0,0.0,2025,1,January,Friday,Weekday
24842,1119,2025-07-10,Leave,0.0,0.0,2025,7,July,Thursday,Weekday
24843,1119,2025-09-19,Present,8.4,0.8,2025,9,September,Friday,Weekday
24844,1119,2025-11-19,WFH,9.1,0.5,2025,11,November,Wednesday,Weekday
24845,1119,2025-03-13,Present,9.4,0.4,2025,3,March,Thursday,Weekday
24846,1119,2025-03-26,Present,7.4,0.5,2025,3,March,Wednesday,Weekday
24847,1119,2025-09-02,Present,7.8,2.5,2025,9,September,Tuesday,Weekday
24848,1119,2025-05-20,Present,7.7,2.2,2025,5,May,Tuesday,Weekday
24849,1119,2025-11-13,WFH,7.7,0.0,2025,11,November,Thursday,Weekday
24850,1119,2025-10-27,Present,8.1,0.0,2025,10,October,Monday,Weekday
24851,1119,2025-09-05,Present,7.2,1.4,2025,9,September,Friday,Weekday
24852,1119,2025-04-10,Present,7.7,1.7,2025,4,April,Thursday,Weekday
24853,1119,2025-05-05,Leave,0.0,0.0,2025,5,May,Monday,Weekday
24854,1119,2025-06-27,Present,9.2,2.3,2025,6,June,Friday,Weekday
24855,1119,2025-03-21,Present,8.1,1.0,2025,3,March,Friday,Weekday
24856,1119,2025-12-24,Present,8.3,0.0,2025,12,December,Wednesday,Weekday
24857,1119,2025-10-08,Present,7.9,2.4,2025,10,October,Wednesday,Weekday
24858,1119,2025-09-16,Present,9.3,0.5,2025,9,September,Tuesday,Weekday
24859,1119,2025-08-12,Present,9.3,0.2,2025,8,August,Tuesday,Weekday
24860,1119,2025-10-06,Present,7.4,0.2,2025,10,October,Monday,Weekday
24861,1119,2025-05-06,Present,7.5,0.0,2025,5,May,Tuesday,Weekday
24862,1119,2025-01-06,Present,9.0,0.1,2025,1,January,Monday,Weekday
24863,1119,2025-06-30,Leave,0.0,0.0,2025,6,June,Monday,Weekday
24864,1119,2025-09-18,Present,8.1,1.1,2025,9,September,Thursday,Weekday
24865,1119,2025-05-13,Present,8.2,0.2,2025,5,May,Tuesday,Weekday
24866,1119,2025-10-29,Present,8.1,3.3,2025,10,October,Wednesday,Weekday
24867,1119,2025-04-04,Present,8.1,0.1,2025,4,April,Friday,Weekday
24868,1119,2025-06-10,Absent,0.0,0.0,2025,6,June,Tuesday,Weekday
24869,1119,2025-03-07,Present,7.6,1.2,2025,3,March,Friday,Weekday
24870,1119,2025-04-15,Present,7.4,0.5,2025,4,April,Tuesday,Weekday
24871,1119,2025-07-08,Present,7.4,1.1,2025,7,July,Tuesday,Weekday
24872,1119,2025-12-31,Present,9.0,0.0,2025,12,December,Wednesday,Weekday
24873,1119,2025-07-01,Leave,0.0,0.0,2025,7,July,Tuesday,Weekday
24874,1119,2025-08-08,Present,8.1,0.9,2025,8,August,Friday,Weekday
24875,1119,2025-01-14,Present,7.6,0.0,2025,1,January,Tuesday,Weekday
24876,1119,2025-02-20,Absent,0.0,0.0,2025,2,February,Thursday,Weekday
24877,1119,2025-09-29,Absent,0.0,0.0,2025,9,September,Monday,Weekday
24878,1119,2025-11-25,Present,8.3,1.1,2025,11,November,Tuesday,Weekday
24879,1119,2025-04-11,WFH,9.0,0.0,2025,4,April,Friday,Weekday
24880,1119,2025-09-17,Absent,0.0,0.0,2025,9,September,Wednesday,Weekday
24881,1119,2025-08-20,Present,9.5,2.1,2025,8,August,Wednesday,Weekday
24882,1119,2025-05-09,Present,8.1,0.0,2025,5,May,Friday,Weekday
24883,1119,2025-06-09,Leave,0.0,0.0,2025,6,June,Monday,Weekday
24884,1119,2025-10-16,Present,9.0,0.0,2025,10,October,Thursday,Weekday
24885,1119,2025-03-28,Present,8.2,0.0,2025,3,March,Friday,Weekday
24886,1119,2025-12-09,Present,9.4,1.5,2025,12,December,Tuesday,Weekday
24887,1119,2025-01-02,Present,7.8,1.5,2025,1,January,Thursday,Weekday
24888,1119,2025-04-03,WFH,9.2,0.0,2025,4,April,Thursday,Weekday
24889,1119,2025-02-06,Present,9.2,0.0,2025,2,February,Thursday,Weekday
24890,1119,2025-07-29,Present,7.6,0.7,2025,7,July,Tuesday,Weekday
24891,1119,2025-10-09,Leave,0.0,0.0,2025,10,October,Thursday,Weekday
24892,1119,2025-12-12,WFH,7.6,1.1,2025,12,December,Friday,Weekday
24893,1119,2025-12-19,Leave,0.0,0.0,2025,12,December,Friday,Weekday
24894,1119,2025-05-16,Present,8.1,0.7,2025,5,May,Friday,Weekday
24895,1119,2025-08-25,Leave,0.0,0.0,2025,8,August,Monday,Weekday
24896,1119,2025-10-22,Present,9.3,0.6,2025,10,October,Wednesday,Weekday
24897,1119,2025-07-17,Present,7.4,2.0,2025,7,July,Thursday,Weekday
24898,1119,2025-10-28,WFH,8.0,1.6,2025,10,October,Tuesday,Weekday
24899,1119,2025-08-19,Present,9.2,1.9,2025,8,August,Tuesday,Weekday
24900,1119,2025-12-26,Present,8.8,0.3,2025,12,December,Friday,Weekday
24901,1119,2025-07-14,Present,8.9,1.4,2025,7,July,Monday,Weekday
24902,1119,2025-09-10,Absent,0.0,0.0,2025,9,September,Wednesday,Weekday
24903,1119,2025-06-19,Present,9.5,1.0,2025,6,June,Thursday,Weekday
24904,1119,2025-09-15,Present,7.8,1.1,2025,9,September,Monday,Weekday
24905,1119,2025-02-05,Present,7.2,0.2,2025,2,February,Wednesday,Weekday
24906,1119,2025-10-07,Present,8.8,2.4,2025,10,October,Tuesday,Weekday
24907,1119,2025-02-13,Present,7.1,2.0,2025,2,February,Thursday,Weekday
24908,1119,2025-10-31,Present,9.3,0.0,2025,10,October,Friday,Weekday
24909,1119,2025-01-15,Present,7.3,0.5,2025,1,January,Wednesday,Weekday
24910,1119,2025-02-18,Present,7.9,0.4,2025,2,February,Tuesday,Weekday
24911,1119,2025-10-23,Present,7.6,0.0,2025,10,October,Thursday,Weekday
24912,1119,2025-05-29,Present,8.1,2.7,2025,5,May,Thursday,Weekday
24913,1119,2025-06-06,Present,9.4,0.0,2025,6,June,Friday,Weekday
24914,1119,2025-02-07,Leave,0.0,0.0,2025,2,February,Friday,Weekday
24915,1119,2025-06-12,Present,8.3,0.2,2025,6,June,Thursday,Weekday
24916,1119,2025-11-03,Present,8.0,1.9,2025,11,November,Monday,Weekday
24917,1119,2025-10-10,Absent,0.0,0.0,2025,10,October,Friday,Weekday
24918,1119,2025-08-04,Present,8.8,1.6,2025,8,August,Monday,Weekday
24919,1119,2025-04-16,Present,8.7,1.4,2025,4,April,Wednesday,Weekday
24920,1119,2025-09-09,Present,7.2,0.0,2025,9,September,Tuesday,Weekday
24921,1119,2025-04-29,Present,9.2,0.0,2025,4,April,Tuesday,Weekday
24922,1119,2025-12-30,Present,7.6,0.6,2025,12,December,Tuesday,Weekday
24923,1119,2025-06-20,Present,8.7,0.0,2025,6,June,Friday,Weekday
24924,1119,2025-09-03,Leave,0.0,0.0,2025,9,September,Wednesday,Weekday
24925,1119,2025-08-21,Present,7.1,0.9,2025,8,August,Thursday,Weekday
24926,1119,2025-05-27,Absent,0.0,0.0,2025,5,May,Tuesday,Weekday
24927,1119,2025-04-09,Present,8.2,0.0,2025,4,April,Wednesday,Weekday
24928,1119,2025-11-14,Present,8.9,1.3,2025,11,November,Friday,Weekday
24929,1119,2025-03-18,Present,7.3,2.5,2025,3,March,Tuesday,Weekday
24930,1119,2025-11-20,Present,7.3,0.5,2025,11,November,Thursday,Weekday
24931,1119,2025-07-23,Present,8.4,0.6,2025,7,July,Wednesday,Weekday
24932,1119,2025-10-24,WFH,7.5,0.5,2025,10,October,Friday,Weekday
24933,1119,2025-12-01,Present,8.1,0.0,2025,12,December,Monday,Weekday
24934,1119,2025-07-16,Present,8.0,1.7,2025,7,July,Wednesday,Weekday
24935,1119,2025-10-15,Leave,0.0,0.0,2025,10,October,Wednesday,Weekday
24936,1119,2025-12-11,Present,9.1,2.3,2025,12,December,Thursday,Weekday
24937,1119,2025-06-18,Present,8.9,0.9,2025,6,June,Wednesday,Weekday
24938,1119,2025-09-24,Present,7.8,1.0,2025,9,September,Wednesday,Weekday
24939,1119,2025-04-23,Present,8.5,0.5,2025,4,April,Wednesday,Weekday
24940,1119,2025-01-30,WFH,7.5,3.6,2025,1,January,Thursday,Weekday
24941,1119,2025-03-03,Present,8.1,0.6,2025,3,March,Monday,Weekday
24942,1119,2025-10-01,Present,9.2,0.9,2025,10,October,Wednesday,Weekday
24943,1119,2025-05-23,Absent,0.0,0.0,2025,5,May,Friday,Weekday
24944,1119,2025-08-22,Present,7.6,1.4,2025,8,August,Friday,Weekday
24945,1119,2025-07-15,Present,8.7,0.0,2025,7,July,Tuesday,Weekday
24946,1119,2025-11-21,Leave,0.0,0.0,2025,11,November,Friday,Weekday
24947,1119,2025-07-21,Present,7.1,0.0,2025,7,July,Monday,Weekday
24948,1119,2025-05-19,Present,7.4,0.8,2025,5,May,Monday,Weekday
24949,1119,2025-11-24,Present,9.0,1.1,2025,11,November,Monday,Weekday
24950,1119,2025-06-25,Present,8.3,1.6,2025,6,June,Wednesday,Weekday
24951,1119,2025-07-28,Present,8.1,0.7,2025,7,July,Monday,Weekday
24952,1119,2025-05-12,Leave,0.0,0.0,2025,5,May,Monday,Weekday
24953,1119,2025-02-04,Present,8.2,1.1,2025,2,February,Tuesday,Weekday
24954,1119,2025-07-25,Present,8.0,0.5,2025,7,July,Friday,Weekday
24955,1119,2025-12-10,Present,7.6,0.1,2025,12,December,Wednesday,Weekday
24956,1119,2025-10-02,Leave,0.0,0.0,2025,10,October,Thursday,Weekday
24957,1119,2025-12-17,Present,9.2,0.0,2025,12,December,Wednesday,Weekday
24958,1119,2025-03-14,Present,9.1,1.1,2025,3,March,Friday,Weekday
24959,1119,2025-10-17,Present,8.2,0.8,2025,10,October,Friday,Weekday
24960,1119,2025-01-28,WFH,8.0,0.6,2025,1,January,Tuesday,Weekday
24961,1119,2025-07-30,Present,7.7,2.5,2025,7,July,Wednesday,Weekday
24962,1119,2025-06-24,Present,7.9,1.6,2025,6,June,Tuesday,Weekday
24963,1119,2025-03-24,Present,7.4,1.4,2025,3,March,Monday,Weekday
24964,1119,2025-01-24,Present,8.6,1.2,2025,1,January,Friday,Weekday
24965,1119,2025-02-24,Present,9.0,0.6,2025,2,February,Monday,Weekday
24966,1119,2025-03-10,Present,7.7,0.0,2025,3,March,Monday,Weekday
24967,1119,2025-09-08,WFH,8.4,1.4,2025,9,September,Monday,Weekday
24968,1119,2025-07-03,Present,8.4,2.0,2025,7,July,Thursday,Weekday
24969,1119,2025-02-14,Present,8.1,0.4,2025,2,February,Friday,Weekday
24970,1119,2025-02-19,Leave,0.0,0.0,2025,2,February,Wednesday,Weekday
24971,1119,2025-01-29,Present,7.5,2.2,2025,1,January,Wednesday,Weekday
24972,1119,2025-01-16,Present,8.2,0.2,2025,1,January,Thursday,Weekday
24973,1119,2025-12-25,Absent,0.0,0.0,2025,12,December,Thursday,Weekday
24974,1119,2025-11-06,Present,7.2,0.3,2025,11,November,Thursday,Weekday
24975,1119,2025-10-20,Present,8.9,1.6,2025,10,October,Monday,Weekday
24976,1119,2025-03-19,Leave,0.0,0.0,2025,3,March,Wednesday,Weekday
24977,1119,2025-11-11,WFH,9.3,2.0,2025,11,November,Tuesday,Weekday
24978,1119,2025-09-25,Present,7.2,2.3,2025,9,September,Thursday,Weekday
24979,1119,2025-01-07,Present,9.0,0.0,2025,1,January,Tuesday,Weekday
24980,1119,2025-08-15,Present,8.2,1.3,2025,8,August,Friday,Weekday
24981,1119,2025-02-26,Leave,0.0,0.0,2025,2,February,Wednesday,Weekday
24982,1119,2025-01-20,Present,8.2,1.3,2025,1,January,Monday,Weekday
24983,1119,2025-05-26,Present,9.3,0.7,2025,5,May,Monday,Weekday
24984,1119,2025-02-10,Present,7.3,0.0,2025,2,February,Monday,Weekday
24985,1119,2025-04-18,Present,8.9,1.4,2025,4,April,Friday,Weekday
24986,1119,2025-12-08,Present,9.3,1.7,2025,12,December,Monday,Weekday
24987,1119,2025-03-12,Present,7.4,0.0,2025,3,March,Wednesday,Weekday
24988,1119,2025-02-12,WFH,8.5,0.3,2025,2,February,Wednesday,Weekday
24989,1119,2025-04-17,Present,8.2,1.5,2025,4,April,Thursday,Weekday
24990,1119,2025-12-05,Present,8.0,0.1,2025,12,December,Friday,Weekday
24991,1120,2025-08-20,Absent,0.0,0.0,2025,8,August,Wednesday,Weekday
24992,1120,2025-10-16,Present,7.5,0.2,2025,10,October,Thursday,Weekday
24993,1120,2025-07-01,Present,7.8,1.4,2025,7,July,Tuesday,Weekday
24994,1120,2025-10-28,Present,7.3,0.0,2025,10,October,Tuesday,Weekday
24995,1120,2025-06-26,Present,8.2,2.5,2025,6,June,Thursday,Weekday
24996,1120,2025-02-19,Present,8.5,1.0,2025,2,February,Wednesday,Weekday
24997,1120,2025-01-01,Present,7.3,2.0,2025,1,January,Wednesday,Weekday
24998,1120,2025-03-19,Present,7.1,0.5,2025,3,March,Wednesday,Weekday
24999,1120,2025-02-26,WFH,9.1,0.4,2025,2,February,Wednesday,Weekday
25000,1120,2025-02-05,Present,7.4,0.0,2025,2,February,Wednesday,Weekday
25001,1120,2025-12-17,Present,8.7,0.8,2025,12,December,Wednesday,Weekday
25002,1120,2025-01-13,Present,7.7,0.7,2025,1,January,Monday,Weekday
25003,1120,2025-07-30,Present,8.5,0.8,2025,7,July,Wednesday,Weekday
25004,1120,2025-09-11,Present,8.8,2.1,2025,9,September,Thursday,Weekday
25005,1120,2025-06-05,Leave,0.0,0.0,2025,6,June,Thursday,Weekday
25006,1120,2025-09-18,Present,7.7,1.4,2025,9,September,Thursday,Weekday
25007,1120,2025-09-15,WFH,8.7,2.1,2025,9,September,Monday,Weekday
25008,1120,2025-10-23,Present,9.2,0.1,2025,10,October,Thursday,Weekday
25009,1120,2025-08-15,Present,8.6,1.8,2025,8,August,Friday,Weekday
25010,1120,2025-10-07,Present,8.6,0.0,2025,10,October,Tuesday,Weekday
25011,1120,2025-11-12,Present,9.5,1.7,2025,11,November,Wednesday,Weekday
25012,1120,2025-02-17,Present,7.1,1.3,2025,2,February,Monday,Weekday
25013,1120,2025-01-02,Present,9.1,0.1,2025,1,January,Thursday,Weekday
25014,1120,2025-04-28,Present,8.5,1.3,2025,4,April,Monday,Weekday
25015,1120,2025-08-08,Present,7.3,1.1,2025,8,August,Friday,Weekday
25016,1120,2025-12-11,Absent,0.0,0.0,2025,12,December,Thursday,Weekday
25017,1120,2025-08-21,WFH,7.0,0.3,2025,8,August,Thursday,Weekday
25018,1120,2025-01-22,WFH,9.4,0.8,2025,1,January,Wednesday,Weekday
25019,1120,2025-08-12,Present,8.3,1.2,2025,8,August,Tuesday,Weekday
25020,1120,2025-12-10,Present,9.4,0.9,2025,12,December,Wednesday,Weekday
25021,1120,2025-08-01,Present,8.9,1.1,2025,8,August,Friday,Weekday
25022,1120,2025-04-14,Present,8.9,1.7,2025,4,April,Monday,Weekday
25023,1120,2025-10-03,Leave,0.0,0.0,2025,10,October,Friday,Weekday
25024,1120,2025-07-15,Present,8.8,0.0,2025,7,July,Tuesday,Weekday
25025,1120,2025-06-11,Present,8.6,0.0,2025,6,June,Wednesday,Weekday
25026,1120,2025-03-13,Absent,0.0,0.0,2025,3,March,Thursday,Weekday
25027,1120,2025-08-14,Present,8.0,2.3,2025,8,August,Thursday,Weekday
25028,1120,2025-01-15,Present,8.7,0.0,2025,1,January,Wednesday,Weekday
25029,1120,2025-12-01,Present,8.5,1.3,2025,12,December,Monday,Weekday
25030,1120,2025-12-02,Present,7.2,0.7,2025,12,December,Tuesday,Weekday
25031,1120,2025-07-14,Present,7.8,0.0,2025,7,July,Monday,Weekday
25032,1120,2025-01-28,Present,9.4,0.1,2025,1,January,Tuesday,Weekday
25033,1120,2025-11-18,Absent,0.0,0.0,2025,11,November,Tuesday,Weekday
25034,1120,2025-09-17,WFH,9.3,0.9,2025,9,September,Wednesday,Weekday
25035,1120,2025-10-29,Present,8.1,1.6,2025,10,October,Wednesday,Weekday
25036,1120,2025-03-31,Leave,0.0,0.0,2025,3,March,Monday,Weekday
25037,1120,2025-09-19,Present,7.2,0.1,2025,9,September,Friday,Weekday
25038,1120,2025-02-27,Present,7.4,0.6,2025,2,February,Thursday,Weekday
25039,1120,2025-07-04,Present,9.0,0.1,2025,7,July,Friday,Weekday
25040,1120,2025-11-14,Absent,0.0,0.0,2025,11,November,Friday,Weekday
25041,1120,2025-09-22,Present,8.0,0.0,2025,9,September,Monday,Weekday
25042,1120,2025-09-26,WFH,9.1,0.5,2025,9,September,Friday,Weekday
25043,1120,2025-11-06,Present,8.7,0.1,2025,11,November,Thursday,Weekday
25044,1120,2025-09-24,Present,7.2,0.3,2025,9,September,Wednesday,Weekday
25045,1120,2025-07-02,Present,7.8,0.1,2025,7,July,Wednesday,Weekday
25046,1120,2025-01-20,Present,9.3,0.7,2025,1,January,Monday,Weekday
25047,1120,2025-12-29,WFH,7.6,0.3,2025,12,December,Monday,Weekday
25048,1120,2025-01-27,Absent,0.0,0.0,2025,1,January,Monday,Weekday
25049,1120,2025-05-06,Present,9.3,1.6,2025,5,May,Tuesday,Weekday
25050,1120,2025-01-30,Present,9.2,1.1,2025,1,January,Thursday,Weekday
25051,1120,2025-02-21,Leave,0.0,0.0,2025,2,February,Friday,Weekday
25052,1120,2025-06-13,Present,9.1,1.3,2025,6,June,Friday,Weekday
25053,1120,2025-06-20,Present,7.3,1.6,2025,6,June,Friday,Weekday
25054,1120,2025-03-18,Present,8.6,0.7,2025,3,March,Tuesday,Weekday
25055,1120,2025-10-17,Present,9.2,1.2,2025,10,October,Friday,Weekday
25056,1120,2025-04-11,Absent,0.0,0.0,2025,4,April,Friday,Weekday
25057,1120,2025-08-18,Present,7.6,0.8,2025,8,August,Monday,Weekday
25058,1120,2025-02-12,WFH,7.0,0.0,2025,2,February,Wednesday,Weekday
25059,1120,2025-05-22,Present,9.5,1.5,2025,5,May,Thursday,Weekday
25060,1120,2025-11-13,Leave,0.0,0.0,2025,11,November,Thursday,Weekday
25061,1120,2025-07-09,Present,8.8,0.8,2025,7,July,Wednesday,Weekday
25062,1120,2025-12-03,Present,7.7,1.7,2025,12,December,Wednesday,Weekday
25063,1120,2025-05-08,Present,8.1,0.0,2025,5,May,Thursday,Weekday
25064,1120,2025-02-07,Leave,0.0,0.0,2025,2,February,Friday,Weekday
25065,1120,2025-03-14,WFH,9.1,1.9,2025,3,March,Friday,Weekday
25066,1120,2025-11-27,Present,9.0,1.7,2025,11,November,Thursday,Weekday
25067,1120,2025-03-04,Present,7.2,0.0,2025,3,March,Tuesday,Weekday
25068,1120,2025-05-12,Present,7.6,3.0,2025,5,May,Monday,Weekday
25069,1120,2025-05-27,Absent,0.0,0.0,2025,5,May,Tuesday,Weekday
25070,1120,2025-10-02,Present,8.6,0.0,2025,10,October,Thursday,Weekday
25071,1120,2025-01-29,Present,8.5,0.7,2025,1,January,Wednesday,Weekday
25072,1120,2025-06-06,Present,8.3,0.3,2025,6,June,Friday,Weekday
25073,1120,2025-07-08,Absent,0.0,0.0,2025,7,July,Tuesday,Weekday
25074,1120,2025-08-25,Present,8.6,0.5,2025,8,August,Monday,Weekday
25075,1120,2025-01-24,Present,8.6,0.1,2025,1,January,Friday,Weekday
25076,1120,2025-04-24,Present,7.7,1.4,2025,4,April,Thursday,Weekday
25077,1120,2025-03-11,WFH,7.5,0.0,2025,3,March,Tuesday,Weekday
25078,1120,2025-01-16,Present,8.8,0.3,2025,1,January,Thursday,Weekday
25079,1120,2025-12-22,Present,9.0,0.0,2025,12,December,Monday,Weekday
25080,1120,2025-06-16,Present,7.0,0.0,2025,6,June,Monday,Weekday
25081,1120,2025-06-23,WFH,7.6,1.3,2025,6,June,Monday,Weekday
25082,1120,2025-09-01,Leave,0.0,0.0,2025,9,September,Monday,Weekday
25083,1120,2025-11-05,Present,8.6,0.0,2025,11,November,Wednesday,Weekday
25084,1120,2025-02-13,Present,9.2,0.9,2025,2,February,Thursday,Weekday
25085,1120,2025-10-13,Present,7.3,1.2,2025,10,October,Monday,Weekday
25086,1120,2025-04-04,Present,8.2,1.5,2025,4,April,Friday,Weekday
25087,1120,2025-06-17,WFH,7.5,1.2,2025,6,June,Tuesday,Weekday
25088,1120,2025-12-19,Present,8.7,0.0,2025,12,December,Friday,Weekday
25089,1120,2025-11-04,Leave,0.0,0.0,2025,11,November,Tuesday,Weekday
25090,1120,2025-01-08,WFH,8.0,2.7,2025,1,January,Wednesday,Weekday
25091,1120,2025-12-31,Present,7.7,2.8,2025,12,December,Wednesday,Weekday
25092,1120,2025-08-27,Present,7.7,1.9,2025,8,August,Wednesday,Weekday
25093,1120,2025-04-21,Present,9.3,1.6,2025,4,April,Monday,Weekday
25094,1120,2025-06-18,WFH,9.5,2.8,2025,6,June,Wednesday,Weekday
25095,1120,2025-04-02,Present,9.0,0.7,2025,4,April,Wednesday,Weekday
25096,1120,2025-04-22,Present,8.9,0.8,2025,4,April,Tuesday,Weekday
25097,1120,2025-05-09,Present,9.3,0.0,2025,5,May,Friday,Weekday
25098,1120,2025-12-09,Present,9.5,1.4,2025,12,December,Tuesday,Weekday
25099,1120,2025-04-16,Leave,0.0,0.0,2025,4,April,Wednesday,Weekday
25100,1120,2025-12-26,Present,8.1,0.8,2025,12,December,Friday,Weekday
25101,1120,2025-12-30,Present,8.4,0.0,2025,12,December,Tuesday,Weekday
25102,1120,2025-04-01,Absent,0.0,0.0,2025,4,April,Tuesday,Weekday
25103,1120,2025-03-03,Present,7.9,0.0,2025,3,March,Monday,Weekday
25104,1120,2025-08-22,Present,9.0,0.2,2025,8,August,Friday,Weekday
25105,1120,2025-12-15,Present,8.8,1.9,2025,12,December,Monday,Weekday
25106,1120,2025-07-25,Present,9.2,0.8,2025,7,July,Friday,Weekday
25107,1120,2025-11-24,Present,8.2,1.4,2025,11,November,Monday,Weekday
25108,1120,2025-11-26,Present,8.0,0.1,2025,11,November,Wednesday,Weekday
25109,1120,2025-09-02,Present,7.3,1.6,2025,9,September,Tuesday,Weekday
25110,1120,2025-11-25,Present,9.3,0.0,2025,11,November,Tuesday,Weekday
25111,1120,2025-03-12,Present,7.2,0.5,2025,3,March,Wednesday,Weekday
25112,1120,2025-09-08,Present,8.3,2.3,2025,9,September,Monday,Weekday
25113,1120,2025-06-12,Present,9.3,2.0,2025,6,June,Thursday,Weekday
25114,1120,2025-05-29,Present,7.0,0.0,2025,5,May,Thursday,Weekday
25115,1120,2025-12-25,WFH,7.7,2.9,2025,12,December,Thursday,Weekday
25116,1120,2025-06-02,Present,9.1,0.3,2025,6,June,Monday,Weekday
25117,1120,2025-09-09,Present,8.8,0.9,2025,9,September,Tuesday,Weekday
25118,1120,2025-10-14,Present,9.4,0.8,2025,10,October,Tuesday,Weekday
25119,1120,2025-07-23,Present,8.1,2.0,2025,7,July,Wednesday,Weekday
25120,1120,2025-10-10,Present,8.4,0.9,2025,10,October,Friday,Weekday
25121,1120,2025-12-05,Present,7.5,0.3,2025,12,December,Friday,Weekday
25122,1120,2025-08-29,Present,8.8,0.7,2025,8,August,Friday,Weekday
25123,1120,2025-02-03,Present,7.0,1.0,2025,2,February,Monday,Weekday
25124,1120,2025-08-04,Present,9.0,0.2,2025,8,August,Monday,Weekday
25125,1120,2025-10-01,Present,8.5,1.4,2025,10,October,Wednesday,Weekday
25126,1120,2025-03-26,Present,8.5,1.7,2025,3,March,Wednesday,Weekday
25127,1120,2025-01-21,Present,9.0,0.8,2025,1,January,Tuesday,Weekday
25128,1120,2025-08-05,Present,8.3,0.9,2025,8,August,Tuesday,Weekday
25129,1120,2025-10-15,Present,7.8,0.6,2025,10,October,Wednesday,Weekday
25130,1120,2025-07-28,Present,8.6,0.9,2025,7,July,Monday,Weekday
25131,1120,2025-01-03,Present,9.4,0.8,2025,1,January,Friday,Weekday
