Leave_ID,Employee_ID,Leave_Date,Leave_Type,Leave_Days,Approval_Status,Leave_Year,Leave_Month,Leave_Month_Name
1060,1208,2025-03-31,Casual Leave,2,Pending,2025,3,March
1061,1032,2025-12-07,Sick Leave,2,Pending,2025,12,December
1062,1286,2025-12-22,Sick Leave,1,Approved,2025,12,December
1063,1215,2025-08-19,Earned Leave,1,Rejected,2025,8,August
1064,1290,2025-03-24,Earned Leave,1,Approved,2025,3,March
1065,1127,2025-03-10,Earned Leave,3,Pending,2025,3,March
1066,1489,2025-07-18,Emergency Leave,1,Pending,2025,7,July
1067,1255,2025-02-24,Sick Leave,1,Approved,2025,2,February
1068,1085,2025-04-24,Casual Leave,3,Approved,2025,4,April
1069,1369,2025-05-23,Sick Leave,1,Approved,2025,5,May
1070,1241,2025-08-12,Earned Leave,1,Approved,2025,8,August
1071,1102,2025-05-27,Emergency Leave,3,Approved,2025,5,May
1072,1063,2025-03-28,Casual Leave,1,Approved,2025,3,March
1073,1439,2025-02-13,Sick Leave,1,Approved,2025,2,February
1074,1153,2025-12-08,Sick Leave,1,Approved,2025,12,December
1075,1022,2025-05-08,Casual Leave,1,Rejected,2025,5,May
1076,1010,2025-02-09,Earned Leave,1,Approved,2025,2,February
1077,1275,2025-03-11,Sick Leave,1,Approved,2025,3,March
1078,1070,2025-02-09,Sick Leave,1,Approved,2025,2,February
1079,1122,2025-01-02,Earned Leave,2,Approved,2025,1,January
1080,1001,2025-10-27,Earned Leave,1,Approved,2025,10,October
1081,1247,2025-02-01,Sick Leave,1,Approved,2025,2,February
1082,1383,2025-10-26,Casual Leave,1,Approved,2025,10,October
1083,1019,2025-04-16,Emergency Leave,1,Approved,2025,4,April
1084,1143,2025-02-01,Earned Leave,1,Approved,2025,2,February
1085,1218,2025-01-16,Emergency Leave,2,Approved,2025,1,January
1086,1301,2025-07-11,Sick Leave,1,Approved,2025,7,July
1087,1059,2025-11-06,Earned Leave,3,Approved,2025,11,November
1088,1143,2025-09-04,Earned Leave,1,Approved,2025,9,September
1089,1034,2025-04-13,Emergency Leave,1,Rejected,2025,4,April
1090,1242,2025-01-24,Casual Leave,1,Pending,2025,1,January
1091,1298,2025-12-03,Emergency Leave,1,Approved,2025,12,December
1092,1437,2025-08-03,Emergency Leave,1,Rejected,2025,8,August
1093,1368,2025-07-02,Earned Leave,1,Approved,2025,7,July
1094,1252,2025-03-01,Earned Leave,1,Pending,2025,3,March
1095,1105,2025-05-30,Earned Leave,1,Approved,2025,5,May
1096,1288,2025-02-01,Emergency Leave,1,Approved,2025,2,February
1097,1194,2025-06-15,Casual Leave,1,Approved,2025,6,June
1098,1466,2025-08-05,Sick Leave,1,Rejected,2025,8,August
1099,1139,2025-04-28,Emergency Leave,1,Approved,2025,4,April
1100,1227,2025-01-27,Casual Leave,3,Approved,2025,1,January
1101,1478,2025-05-22,Emergency Leave,2,Approved,2025,5,May
1102,1364,2025-01-12,Casual Leave,2,Rejected,2025,1,January
1103,1043,2025-07-13,Earned Leave,1,Rejected,2025,7,July
1104,1322,2025-12-31,Casual Leave,1,Approved,2025,12,December
1105,1038,2025-03-31,Earned Leave,1,Approved,2025,3,March
1106,1278,2025-10-23,Sick Leave,1,Approved,2025,10,October
1107,1305,2025-08-09,Earned Leave,1,Rejected,2025,8,August
1108,1332,2025-09-07,Emergency Leave,2,Approved,2025,9,September
1109,1352,2025-07-10,Emergency Leave,1,Rejected,2025,7,July
1110,1433,2025-02-09,Earned Leave,1,Approved,2025,2,February
1111,1440,2025-11-15,Sick Leave,1,Approved,2025,11,November
1112,1211,2025-02-21,Earned Leave,2,Approved,2025,2,February
1113,1005,2025-11-06,Sick Leave,1,Approved,2025,11,November
1114,1286,2025-10-07,Sick Leave,2,Approved,2025,10,October
1115,1142,2025-07-23,Emergency Leave,2,Approved,2025,7,July
1116,1057,2025-04-20,Emergency Leave,1,Rejected,2025,4,April
1117,1040,2025-06-13,Earned Leave,1,Approved,2025,6,June
1118,1400,2025-08-17,Earned Leave,1,Approved,2025,8,August
1119,1457,2025-02-09,Earned Leave,1,Approved,2025,2,February
1120,1311,2025-01-12,Earned Leave,1,Approved,2025,1,January
1121,1446,2025-12-29,Sick Leave,1,Rejected,2025,12,December
1122,1011,2025-03-24,Sick Leave,1,Approved,2025,3,March
1123,1150,2025-07-20,Emergency Leave,2,Approved,2025,7,July
1124,1359,2025-11-19,Emergency Leave,1,Pending,2025,11,November
1125,1097,2025-09-03,Casual Leave,1,Approved,2025,9,September
1126,1464,2025-12-16,Emergency Leave,1,Pending,2025,12,December
1127,1470,2025-12-17,Earned Leave,2,Approved,2025,12,December
1128,1174,2025-12-17,Casual Leave,1,Approved,2025,12,December
1129,1395,2025-08-04,Emergency Leave,1,Approved,2025,8,August
1130,1464,2025-04-16,Emergency Leave,2,Rejected,2025,4,April
1131,1107,2025-10-19,Emergency Leave,2,Pending,2025,10,October
1132,1104,2025-07-24,Earned Leave,2,Approved,2025,7,July
1133,1090,2025-12-16,Sick Leave,1,Rejected,2025,12,December
1134,1277,2025-08-22,Emergency Leave,2,Approved,2025,8,August
1135,1083,2025-07-01,Earned Leave,1,Approved,2025,7,July
1136,1174,2025-12-12,Casual Leave,1,Approved,2025,12,December
1137,1294,2025-02-23,Earned Leave,1,Rejected,2025,2,February
1138,1046,2025-09-11,Earned Leave,3,Approved,2025,9,September
1139,1403,2025-04-14,Sick Leave,1,Approved,2025,4,April
1140,1282,2025-03-28,Sick Leave,2,Approved,2025,3,March
1141,1386,2025-03-24,Sick Leave,1,Rejected,2025,3,March
1142,1061,2025-07-14,Emergency Leave,1,Approved,2025,7,July
1143,1368,2025-02-20,Emergency Leave,1,Approved,2025,2,February
1144,1319,2025-11-04,Sick Leave,1,Rejected,2025,11,November
1145,1083,2025-10-15,Earned Leave,1,Approved,2025,10,October
1146,1438,2025-07-22,Earned Leave,1,Approved,2025,7,July
1147,1117,2025-02-24,Sick Leave,1,Pending,2025,2,February
1148,1374,2025-12-29,Earned Leave,1,Approved,2025,12,December
1149,1416,2025-05-06,Emergency Leave,3,Approved,2025,5,May
1150,1427,2025-06-27,Earned Leave,1,Approved,2025,6,June
1151,1088,2025-04-24,Sick Leave,1,Approved,2025,4,April
1152,1067,2025-07-10,Earned Leave,1,Approved,2025,7,July
1153,1224,2025-02-28,Sick Leave,1,Approved,2025,2,February
1154,1209,2025-09-14,Earned Leave,2,Pending,2025,9,September
1155,1107,2025-09-22,Emergency Leave,1,Rejected,2025,9,September
1156,1377,2025-12-27,Casual Leave,1,Approved,2025,12,December
1157,1296,2025-06-14,Emergency Leave,1,Approved,2025,6,June
1158,1090,2025-12-06,Emergency Leave,1,Approved,2025,12,December
1159,1314,2025-01-29,Emergency Leave,1,Approved,2025,1,January
1160,1079,2025-12-29,Sick Leave,1,Approved,2025,12,December
1161,1057,2025-09-11,Earned Leave,1,Approved,2025,9,September
1162,1090,2025-11-14,Earned Leave,2,Approved,2025,11,November
1163,1352,2025-11-23,Earned Leave,1,Approved,2025,11,November
1164,1451,2025-03-05,Casual Leave,1,Approved,2025,3,March
1165,1289,2025-03-23,Emergency Leave,1,Approved,2025,3,March
1166,1111,2025-10-24,Earned Leave,1,Approved,2025,10,October
1167,1355,2025-05-29,Earned Leave,1,Approved,2025,5,May
1168,1449,2025-04-29,Sick Leave,2,Approved,2025,4,April
1169,1307,2025-06-27,Emergency Leave,2,Approved,2025,6,June
1170,1231,2025-12-30,Casual Leave,1,Approved,2025,12,December
1171,1416,2025-10-16,Emergency Leave,1,Approved,2025,10,October
1172,1220,2025-04-24,Earned Leave,2,Approved,2025,4,April
1173,1087,2025-02-22,Earned Leave,1,Approved,2025,2,February
1174,1203,2025-01-31,Casual Leave,1,Rejected,2025,1,January
1175,1375,2025-08-31,Emergency Leave,1,Approved,2025,8,August
1176,1033,2025-11-23,Emergency Leave,2,Approved,2025,11,November
1177,1438,2025-07-22,Casual Leave,2,Approved,2025,7,July
1178,1221,2025-08-26,Earned Leave,3,Approved,2025,8,August
1179,1073,2025-02-06,Sick Leave,1,Approved,2025,2,February
1180,1131,2025-10-10,Casual Leave,1,Approved,2025,10,October
1181,1076,2025-10-30,Emergency Leave,1,Approved,2025,10,October
1182,1040,2025-11-29,Earned Leave,1,Approved,2025,11,November
1183,1193,2025-02-10,Casual Leave,1,Approved,2025,2,February
1184,1330,2025-12-03,Casual Leave,1,Approved,2025,12,December
1185,1280,2025-08-04,Casual Leave,1,Approved,2025,8,August
1186,1100,2025-10-06,Sick Leave,1,Approved,2025,10,October
1187,1317,2025-11-10,Emergency Leave,1,Approved,2025,11,November
1188,1453,2025-03-25,Casual Leave,2,Approved,2025,3,March
1189,1078,2025-10-02,Earned Leave,1,Approved,2025,10,October
1190,1334,2025-10-13,Casual Leave,2,Approved,2025,10,October
1191,1409,2025-10-27,Earned Leave,1,Approved,2025,10,October
1192,1456,2025-12-12,Sick Leave,2,Approved,2025,12,December
1193,1382,2025-02-09,Casual Leave,2,Rejected,2025,2,February
1194,1241,2025-10-13,Earned Leave,3,Approved,2025,10,October
1195,1031,2025-08-05,Sick Leave,1,Approved,2025,8,August
1196,1049,2025-03-05,Casual Leave,1,Rejected,2025,3,March
1197,1192,2025-01-25,Earned Leave,1,Approved,2025,1,January
1198,1252,2025-05-05,Sick Leave,1,Approved,2025,5,May
1199,1211,2025-02-01,Sick Leave,2,Pending,2025,2,February
1200,1149,2025-03-03,Earned Leave,1,Approved,2025,3,March
1201,1001,2025-08-26,Earned Leave,1,Rejected,2025,8,August
1202,1478,2025-03-26,Earned Leave,2,Pending,2025,3,March
1203,1305,2025-12-22,Sick Leave,1,Approved,2025,12,December
1204,1280,2025-06-12,Earned Leave,2,Approved,2025,6,June
1205,1315,2025-02-02,Casual Leave,1,Pending,2025,2,February
1206,1363,2025-10-13,Casual Leave,1,Approved,2025,10,October
1207,1373,2025-11-28,Emergency Leave,2,Approved,2025,11,November
1208,1088,2025-10-31,Emergency Leave,1,Rejected,2025,10,October
1209,1084,2025-06-09,Earned Leave,1,Approved,2025,6,June
1210,1145,2025-01-12,Sick Leave,1,Approved,2025,1,January
1211,1073,2025-05-06,Casual Leave,1,Approved,2025,5,May
1212,1013,2025-11-03,Emergency Leave,2,Rejected,2025,11,November
1213,1298,2025-07-01,Sick Leave,2,Approved,2025,7,July
1214,1349,2025-06-02,Emergency Leave,2,Approved,2025,6,June
1215,1096,2025-08-30,Emergency Leave,1,Rejected,2025,8,August
1216,1426,2025-06-23,Sick Leave,1,Approved,2025,6,June
1217,1357,2025-10-03,Casual Leave,1,Approved,2025,10,October
1218,1494,2025-10-04,Earned Leave,1,Approved,2025,10,October
1219,1062,2025-09-06,Emergency Leave,1,Approved,2025,9,September
1220,1460,2025-10-22,Earned Leave,1,Approved,2025,10,October
1221,1151,2025-07-10,Emergency Leave,2,Approved,2025,7,July
1222,1277,2025-05-18,Sick Leave,2,Approved,2025,5,May
1223,1012,2025-04-07,Earned Leave,1,Approved,2025,4,April
1224,1455,2025-02-03,Emergency Leave,1,Approved,2025,2,February
1225,1173,2025-09-16,Casual Leave,1,Approved,2025,9,September
1226,1018,2025-07-11,Earned Leave,2,Approved,2025,7,July
1227,1448,2025-04-01,Casual Leave,2,Pending,2025,4,April
1228,1138,2025-04-01,Emergency Leave,1,Approved,2025,4,April
1229,1352,2025-06-09,Earned Leave,1,Pending,2025,6,June
1230,1344,2025-06-27,Emergency Leave,1,Rejected,2025,6,June
1231,1257,2025-03-08,Sick Leave,1,Approved,2025,3,March
1232,1108,2025-04-04,Emergency Leave,1,Pending,2025,4,April
1233,1292,2025-01-21,Casual Leave,1,Approved,2025,1,January
1234,1088,2025-12-16,Sick Leave,2,Approved,2025,12,December
1235,1110,2025-11-05,Sick Leave,1,Approved,2025,11,November
1236,1077,2025-12-31,Earned Leave,1,Approved,2025,12,December
1237,1442,2025-06-08,Casual Leave,2,Pending,2025,6,June
1238,1267,2025-09-16,Casual Leave,1,Approved,2025,9,September
1239,1147,2025-04-25,Casual Leave,1,Approved,2025,4,April
1240,1418,2025-08-27,Sick Leave,1,Approved,2025,8,August
1241,1067,2025-12-14,Emergency Leave,1,Approved,2025,12,December
1242,1383,2025-09-13,Emergency Leave,1,Approved,2025,9,September
1243,1450,2025-12-06,Earned Leave,1,Approved,2025,12,December
1244,1151,2025-05-09,Sick Leave,2,Approved,2025,5,May
1245,1487,2025-02-24,Casual Leave,2,Rejected,2025,2,February
1246,1346,2025-05-19,Sick Leave,1,Approved,2025,5,May
1247,1430,2025-11-03,Casual Leave,2,Pending,2025,11,November
1248,1324,2025-08-17,Emergency Leave,1,Approved,2025,8,August
1249,1317,2025-01-10,Casual Leave,1,Approved,2025,1,January
1250,1352,2025-03-10,Emergency Leave,1,Approved,2025,3,March
1251,1499,2025-02-18,Casual Leave,1,Approved,2025,2,February
1252,1354,2025-06-06,Emergency Leave,1,Rejected,2025,6,June
1253,1022,2025-04-11,Sick Leave,2,Approved,2025,4,April
1254,1018,2025-08-20,Emergency Leave,1,Approved,2025,8,August
1255,1294,2025-09-20,Casual Leave,1,Rejected,2025,9,September
1256,1117,2025-01-15,Emergency Leave,1,Rejected,2025,1,January
1257,1119,2025-06-26,Earned Leave,1,Approved,2025,6,June
1258,1228,2025-06-12,Earned Leave,1,Approved,2025,6,June
1259,1208,2025-08-09,Sick Leave,1,Approved,2025,8,August
1260,1395,2025-07-23,Emergency Leave,2,Pending,2025,7,July
1261,1024,2025-09-05,Earned Leave,2,Approved,2025,9,September
1262,1144,2025-10-03,Sick Leave,1,Approved,2025,10,October
1263,1494,2025-01-10,Earned Leave,1,Approved,2025,1,January
1264,1069,2025-04-06,Emergency Leave,1,Pending,2025,4,April
1265,1102,2025-04-11,Emergency Leave,1,Approved,2025,4,April
1266,1466,2025-10-22,Sick Leave,3,Approved,2025,10,October
1267,1107,2025-09-25,Emergency Leave,1,Approved,2025,9,September
1268,1189,2025-02-11,Earned Leave,1,Rejected,2025,2,February
1269,1347,2025-05-29,Earned Leave,3,Approved,2025,5,May
1270,1018,2025-02-24,Earned Leave,2,Approved,2025,2,February
1271,1475,2025-12-02,Emergency Leave,1,Approved,2025,12,December
1272,1210,2025-09-14,Earned Leave,1,Rejected,2025,9,September
1273,1316,2025-01-30,Casual Leave,1,Approved,2025,1,January
1274,1379,2025-06-20,Sick Leave,1,Approved,2025,6,June
1275,1003,2025-12-15,Earned Leave,3,Approved,2025,12,December
1276,1409,2025-05-18,Earned Leave,2,Rejected,2025,5,May
1277,1346,2025-04-17,Casual Leave,1,Approved,2025,4,April
1278,1349,2025-12-11,Earned Leave,2,Approved,2025,12,December
1279,1499,2025-09-20,Earned Leave,1,Approved,2025,9,September
1280,1479,2025-04-14,Emergency Leave,1,Approved,2025,4,April
1281,1477,2025-01-17,Earned Leave,1,Approved,2025,1,January
1282,1097,2025-01-27,Emergency Leave,3,Rejected,2025,1,January
1283,1355,2025-12-06,Sick Leave,1,Approved,2025,12,December
1284,1012,2025-08-12,Sick Leave,1,Rejected,2025,8,August
1285,1452,2025-05-16,Casual Leave,2,Approved,2025,5,May
1286,1402,2025-06-10,Casual Leave,2,Pending,2025,6,June
1287,1301,2025-02-16,Sick Leave,1,Approved,2025,2,February
1288,1329,2025-03-04,Emergency Leave,1,Approved,2025,3,March
1289,1383,2025-10-05,Earned Leave,1,Approved,2025,10,October
1290,1002,2025-09-26,Sick Leave,1,Approved,2025,9,September
1291,1077,2025-08-08,Casual Leave,1,Approved,2025,8,August
1292,1105,2025-10-24,Casual Leave,2,Rejected,2025,10,October
1293,1494,2025-03-15,Earned Leave,1,Approved,2025,3,March
1294,1477,2025-05-24,Emergency Leave,1,Approved,2025,5,May
1295,1074,2025-05-05,Earned Leave,1,Approved,2025,5,May
1296,1152,2025-01-25,Earned Leave,1,Pending,2025,1,January
1297,1483,2025-01-12,Emergency Leave,2,Rejected,2025,1,January
1298,1263,2025-12-27,Emergency Leave,1,Approved,2025,12,December
1299,1442,2025-09-02,Earned Leave,2,Approved,2025,9,September
1300,1452,2025-04-02,Earned Leave,2,Approved,2025,4,April
1301,1204,2025-02-24,Emergency Leave,1,Approved,2025,2,February
1302,1151,2025-06-14,Emergency Leave,1,Approved,2025,6,June
1303,1219,2025-01-11,Sick Leave,2,Approved,2025,1,January
1304,1011,2025-02-24,Casual Leave,1,Approved,2025,2,February
1305,1208,2025-06-11,Sick Leave,1,Approved,2025,6,June
1306,1117,2025-01-24,Emergency Leave,1,Approved,2025,1,January
1307,1350,2025-08-23,Sick Leave,2,Approved,2025,8,August
1308,1060,2025-12-09,Casual Leave,1,Approved,2025,12,December
1309,1059,2025-02-01,Earned Leave,1,Approved,2025,2,February
1310,1055,2025-02-26,Earned Leave,3,Approved,2025,2,February
1311,1400,2025-02-19,Casual Leave,1,Approved,2025,2,February
1312,1452,2025-07-03,Sick Leave,1,Approved,2025,7,July
1313,1278,2025-08-26,Earned Leave,1,Approved,2025,8,August
1314,1178,2025-03-12,Sick Leave,1,Rejected,2025,3,March
1315,1241,2025-12-09,Casual Leave,1,Approved,2025,12,December
1316,1075,2025-08-26,Casual Leave,1,Approved,2025,8,August
1317,1432,2025-08-11,Emergency Leave,2,Approved,2025,8,August
1318,1154,2025-02-26,Casual Leave,1,Approved,2025,2,February
1319,1471,2025-10-05,Sick Leave,1,Approved,2025,10,October
1320,1062,2025-10-03,Casual Leave,1,Pending,2025,10,October
1321,1419,2025-09-13,Earned Leave,1,Approved,2025,9,September
1322,1431,2025-12-21,Emergency Leave,2,Approved,2025,12,December
1323,1267,2025-07-02,Sick Leave,1,Approved,2025,7,July
1324,1125,2025-03-01,Sick Leave,1,Pending,2025,3,March
1325,1203,2025-05-21,Casual Leave,1,Approved,2025,5,May
1326,1033,2025-08-24,Earned Leave,1,Approved,2025,8,August
1327,1231,2025-01-17,Sick Leave,2,Approved,2025,1,January
1328,1107,2025-12-03,Sick Leave,2,Rejected,2025,12,December
1329,1317,2025-06-23,Earned Leave,2,Approved,2025,6,June
1330,1237,2025-05-19,Emergency Leave,1,Approved,2025,5,May
1331,1402,2025-08-31,Earned Leave,1,Approved,2025,8,August
1332,1439,2025-02-11,Sick Leave,2,Approved,2025,2,February
1333,1424,2025-01-21,Casual Leave,1,Approved,2025,1,January
1334,1273,2025-03-23,Earned Leave,1,Approved,2025,3,March
1335,1353,2025-09-19,Casual Leave,1,Approved,2025,9,September
1336,1467,2025-09-26,Earned Leave,1,Approved,2025,9,September
1337,1475,2025-12-02,Sick Leave,1,Approved,2025,12,December
1338,1155,2025-12-06,Casual Leave,1,Rejected,2025,12,December
1339,1097,2025-12-26,Emergency Leave,1,Rejected,2025,12,December
1340,1204,2025-01-04,Casual Leave,2,Rejected,2025,1,January
1341,1286,2025-12-29,Emergency Leave,1,Rejected,2025,12,December
1342,1481,2025-08-31,Sick Leave,3,Pending,2025,8,August
1343,1447,2025-11-10,Casual Leave,2,Approved,2025,11,November
1344,1022,2025-08-14,Earned Leave,2,Approved,2025,8,August
1345,1326,2025-04-17,Casual Leave,1,Approved,2025,4,April
1346,1111,2025-06-29,Earned Leave,1,Approved,2025,6,June
1347,1361,2025-08-15,Emergency Leave,1,Pending,2025,8,August
1348,1128,2025-05-30,Earned Leave,2,Approved,2025,5,May
1349,1136,2025-04-28,Emergency Leave,1,Approved,2025,4,April
1350,1252,2025-03-19,Casual Leave,1,Approved,2025,3,March
1351,1351,2025-10-17,Sick Leave,1,Approved,2025,10,October
1352,1296,2025-11-30,Sick Leave,1,Approved,2025,11,November
1353,1301,2025-12-09,Emergency Leave,1,Approved,2025,12,December
1354,1208,2025-11-07,Sick Leave,1,Rejected,2025,11,November
1355,1358,2025-03-12,Emergency Leave,3,Approved,2025,3,March
1356,1452,2025-04-29,Sick Leave,2,Approved,2025,4,April
1357,1059,2025-08-16,Sick Leave,1,Approved,2025,8,August
1358,1370,2025-11-04,Emergency Leave,2,Approved,2025,11,November
1359,1104,2025-02-24,Sick Leave,2,Approved,2025,2,February
1360,1313,2025-10-02,Emergency Leave,1,Approved,2025,10,October
1361,1468,2025-11-24,Sick Leave,1,Rejected,2025,11,November
1362,1296,2025-01-24,Sick Leave,1,Approved,2025,1,January
1363,1153,2025-01-04,Emergency Leave,1,Approved,2025,1,January
1364,1172,2025-11-13,Casual Leave,1,Approved,2025,11,November
1365,1198,2025-05-28,Earned Leave,1,Approved,2025,5,May
1366,1462,2025-07-22,Earned Leave,1,Approved,2025,7,July
1367,1363,2025-08-17,Earned Leave,2,Approved,2025,8,August
1368,1217,2025-09-10,Unknown,2,Approved,2025,9,September
1369,1476,2025-01-21,Earned Leave,1,Approved,2025,1,January
1370,1125,2025-12-09,Earned Leave,1,Approved,2025,12,December
1371,1297,2025-06-06,Earned Leave,2,Approved,2025,6,June
1372,1231,2025-09-15,Casual Leave,1,Approved,2025,9,September
1373,1380,2025-05-15,Earned Leave,2,Approved,2025,5,May
1374,1154,2025-02-28,Earned Leave,1,Approved,2025,2,February
1375,1094,2025-05-25,Emergency Leave,1,Approved,2025,5,May
1376,1435,2025-03-24,Earned Leave,2,Approved,2025,3,March
1377,1167,2025-10-15,Casual Leave,2,Approved,2025,10,October
1378,1304,2025-05-26,Sick Leave,1,Approved,2025,5,May
1379,1315,2025-12-25,Earned Leave,1,Rejected,2025,12,December
1380,1120,2025-04-30,Earned Leave,2,Rejected,2025,4,April
1381,1056,2025-04-19,Sick Leave,1,Approved,2025,4,April
1382,1232,2025-12-12,Casual Leave,1,Approved,2025,12,December
1383,1151,2025-12-30,Sick Leave,1,Approved,2025,12,December
1384,1366,2025-08-03,Sick Leave,1,Rejected,2025,8,August
1385,1363,2025-05-11,Earned Leave,1,Approved,2025,5,May
1386,1116,2025-08-17,Sick Leave,1,Approved,2025,8,August
1387,1213,2025-06-18,Earned Leave,1,Approved,2025,6,June
1388,1322,2025-09-05,Emergency Leave,1,Pending,2025,9,September
1389,1238,2025-07-31,Sick Leave,1,Approved,2025,7,July
1390,1019,2025-12-17,Sick Leave,1,Approved,2025,12,December
1391,1032,2025-03-07,Casual Leave,2,Pending,2025,3,March
1392,1491,2025-02-08,Emergency Leave,1,Approved,2025,2,February
1393,1230,2025-04-18,Casual Leave,1,Approved,2025,4,April
1394,1295,2025-08-24,Sick Leave,1,Approved,2025,8,August
1395,1133,2025-07-26,Earned Leave,3,Approved,2025,7,July
1396,1113,2025-11-20,Emergency Leave,2,Pending,2025,11,November
1397,1169,2025-04-25,Emergency Leave,1,Approved,2025,4,April
1398,1300,2025-03-07,Casual Leave,2,Approved,2025,3,March
1399,1293,2025-02-22,Sick Leave,2,Approved,2025,2,February
1400,1476,2025-07-08,Sick Leave,3,Approved,2025,7,July
1401,1392,2025-04-28,Sick Leave,1,Approved,2025,4,April
1402,1267,2025-10-20,Emergency Leave,1,Rejected,2025,10,October
1403,1257,2025-02-10,Sick Leave,1,Rejected,2025,2,February
1404,1031,2025-06-01,Casual Leave,2,Approved,2025,6,June
1405,1417,2025-12-30,Earned Leave,1,Pending,2025,12,December
1406,1450,2025-07-29,Earned Leave,2,Approved,2025,7,July
1407,1466,2025-05-04,Earned Leave,1,Approved,2025,5,May
1408,1168,2025-06-30,Earned Leave,1,Approved,2025,6,June
1409,1155,2025-12-10,Casual Leave,1,Approved,2025,12,December
1410,1093,2025-04-20,Emergency Leave,1,Approved,2025,4,April
1411,1372,2025-05-28,Emergency Leave,1,Approved,2025,5,May
1412,1101,2025-01-07,Emergency Leave,1,Approved,2025,1,January
1413,1471,2025-02-26,Casual Leave,2,Approved,2025,2,February
1414,1388,2025-01-21,Casual Leave,1,Approved,2025,1,January
1415,1130,2025-09-22,Emergency Leave,1,Approved,2025,9,September
1416,1359,2025-11-28,Casual Leave,1,Approved,2025,11,November
1417,1215,2025-07-23,Earned Leave,1,Rejected,2025,7,July
1418,1499,2025-06-26,Emergency Leave,1,Approved,2025,6,June
1419,1115,2025-08-27,Emergency Leave,1,Approved,2025,8,August
1420,1496,2025-10-26,Sick Leave,1,Approved,2025,10,October
1421,1319,2025-07-27,Earned Leave,1,Approved,2025,7,July
1422,1496,2025-12-27,Emergency Leave,2,Approved,2025,12,December
1423,1483,2025-11-12,Sick Leave,1,Approved,2025,11,November
1424,1398,2025-09-06,Earned Leave,2,Approved,2025,9,September
1425,1444,2025-09-01,Sick Leave,1,Approved,2025,9,September
1426,1062,2025-05-04,Earned Leave,1,Rejected,2025,5,May
1427,1117,2025-11-10,Sick Leave,1,Approved,2025,11,November
1428,1432,2025-10-02,Casual Leave,1,Approved,2025,10,October
1429,1087,2025-09-09,Emergency Leave,2,Approved,2025,9,September
1430,1350,2025-12-20,Emergency Leave,1,Pending,2025,12,December
1431,1183,2025-03-08,Emergency Leave,2,Approved,2025,3,March
1432,1053,2025-10-17,Casual Leave,1,Approved,2025,10,October
1433,1030,2025-05-17,Emergency Leave,1,Approved,2025,5,May
1434,1361,2025-02-10,Sick Leave,1,Approved,2025,2,February
1435,1293,2025-08-10,Casual Leave,1,Approved,2025,8,August
1436,1440,2025-06-23,Sick Leave,1,Approved,2025,6,June
1437,1449,2025-12-19,Sick Leave,1,Approved,2025,12,December
1438,1098,2025-11-18,Earned Leave,3,Rejected,2025,11,November
1439,1443,2025-11-02,Earned Leave,1,Pending,2025,11,November
1440,1017,2025-08-11,Sick Leave,1,Approved,2025,8,August
1441,1450,2025-07-21,Emergency Leave,1,Approved,2025,7,July
1442,1392,2025-10-11,Earned Leave,1,Approved,2025,10,October
1443,1077,2025-06-13,Earned Leave,2,Approved,2025,6,June
1444,1001,2025-09-24,Casual Leave,2,Approved,2025,9,September
1445,1006,2025-07-04,Sick Leave,1,Approved,2025,7,July
1446,1245,2025-06-14,Casual Leave,2,Approved,2025,6,June
1447,1499,2025-09-17,Casual Leave,1,Approved,2025,9,September
1448,1270,2025-08-29,Sick Leave,1,Pending,2025,8,August
1449,1113,2025-01-17,Sick Leave,1,Approved,2025,1,January
1450,1318,2025-10-04,Emergency Leave,1,Approved,2025,10,October
1451,1238,2025-12-26,Emergency Leave,1,Approved,2025,12,December
1452,1116,2025-10-25,Casual Leave,3,Approved,2025,10,October
1453,1108,2025-06-25,Emergency Leave,1,Approved,2025,6,June
1454,1073,2025-05-10,Earned Leave,2,Approved,2025,5,May
1455,1061,2025-01-29,Earned Leave,1,Approved,2025,1,January
1456,1500,2025-03-17,Casual Leave,2,Rejected,2025,3,March
1457,1294,2025-02-19,Sick Leave,1,Approved,2025,2,February
1458,1018,2025-06-18,Sick Leave,2,Approved,2025,6,June
1459,1385,2025-07-16,Casual Leave,1,Approved,2025,7,July
1460,1281,2025-07-23,Sick Leave,1,Approved,2025,7,July
1461,1286,2025-06-29,Earned Leave,2,Approved,2025,6,June
1462,1147,2025-06-04,Sick Leave,1,Approved,2025,6,June
1463,1337,2025-01-24,Earned Leave,1,Approved,2025,1,January
1464,1171,2025-06-09,Casual Leave,1,Approved,2025,6,June
1465,1357,2025-08-18,Earned Leave,1,Approved,2025,8,August
1466,1194,2025-12-15,Emergency Leave,1,Pending,2025,12,December
1467,1357,2025-08-26,Sick Leave,1,Approved,2025,8,August
1468,1424,2025-07-17,Earned Leave,1,Approved,2025,7,July
1469,1023,2025-06-09,Emergency Leave,1,Approved,2025,6,June
1470,1298,2025-04-27,Casual Leave,1,Approved,2025,4,April
1471,1333,2025-12-11,Earned Leave,1,Approved,2025,12,December
1472,1424,2025-03-31,Sick Leave,1,Approved,2025,3,March
1473,1367,2025-11-25,Sick Leave,1,Approved,2025,11,November
1474,1286,2025-04-10,Casual Leave,1,Approved,2025,4,April
1475,1418,2025-11-28,Casual Leave,1,Approved,2025,11,November
1476,1374,2025-09-23,Casual Leave,2,Approved,2025,9,September
